student_id_number,term_code,class_nbr,completed_flag,official_grade,acad_plan,hours_carried
150,1,9785,1,C,BS0411,11
150,3,5167,0,DROP,BS0411,9
150,3,5062,1,D,BS0411,9
150,4,4981,0,DROP,BS0411,8
150,4,4979,1,C-,BS0411,8
83679,4,10902,0,WP,ND1105,14
306,2,9445,0,FS,BS7269,15
89384,6,14391,1,A,ND1202,9
198,3,15293,0,DROP,ND9920,9
90433,5,7545,1,B,BS8100,7
79775,1,5241,1,B+,ND8839,11
79775,1,5245,0,DROP,ND8839,11
66258,6,11958,1,A,BS1203,6
90434,2,11754,1,A-,BS1203,3
66247,5,7985,1,B-,BS2522,16
66247,6,4795,0,DROP,BS2522,13
66247,6,4645,1,S,BS2522,13
84043,6,14391,1,A,AA1114,6
83663,5,7525,1,A,BM5115,16
1505,1,5245,0,DROP,BA4252,12
1505,1,5241,1,B-,BA4252,12
4280,1,12081,1,A,BS1203,6
84059,6,11685,1,B,BA4107,13
7058,1,5250,1,D+,BS7253,16
7058,1,5343,0,DROP,BS7253,16
8328,1,9782,1,B,BA5214,15
8685,1,9784,0,WP,BS7260,16
8684,1,9784,0,WP,BS7260,16
8701,3,12137,1,B+,AA5006,6
8701,6,11685,1,B,AA5006,10
9422,2,6497,1,A,ND0210,4
8602,2,6490,1,A,ND0210,15
10052,2,5184,0,DROP,BS7253,25
10052,2,5068,1,D,BS7253,25
10997,1,12081,1,A,AA5201,5
11020,2,6432,1,A,BS2522,14
15218,2,5067,1,D-,BA2128,12
15218,2,5221,0,DROP,BA2128,12
15218,3,5062,1,C+,BA2128,14
15218,3,5170,0,DROP,BA2128,14
13091,4,4977,0,DROP,BS7260,15
13091,1,5242,0,WP,BS7260,12
13091,4,4974,1,A-,BS7260,15
13091,1,5347,0,DROP,BS7260,12
79985,2,8302,1,C,BS6308,13
11987,1,9786,0,WP,ND0210,16
12743,2,11755,0,FS,BS1203,9
12078,1,8406,1,A,ND9962,15
12078,1,6182,1,B+,ND9962,15
16737,1,8408,1,D-,ND1206,16
18202,6,5531,1,A,BS7269,16
15686,1,6135,1,B,ND0410,10
17401,3,5167,0,DROP,BS7260,17
17401,3,5062,0,F,BS7260,17
18086,6,11685,1,B-,BA4107,7
18771,2,5070,0,DROP,BA4211,18
18771,2,5067,1,C-,BA4211,18
76238,1,14468,0,WP,ND6603,4
15960,1,5348,0,DROP,ND1105,13
15960,1,5243,1,B,ND1105,13
18265,4,5091,0,DROP,MP8145,18
18265,4,4975,0,WP,MP8145,18
76478,1,12081,1,A,BS1203,6
15553,1,9784,0,F,ND8835,13
16008,3,6074,1,B,BS7251,13
22369,1,5348,0,DROP,BS2127,21
22369,1,5243,1,C,BS2127,21
22369,2,5073,0,DROP,BS2127,12
22369,3,5162,0,DROP,BS2127,16
22369,3,5069,1,C+,BS2127,16
22369,2,5071,1,C-,BS2127,12
22564,2,5072,1,B+,BS2507,16
22564,2,5074,0,DROP,BS2507,16
22573,6,11958,1,A,ND1205,3
83694,4,12879,1,A,BS1203,14
19613,1,8402,1,B,ND1201,13
20097,1,9786,1,B-,BS6308,16
19184,3,6513,1,C,BB6124,17
19184,4,5900,1,B+,BB6156,15
21589,2,6448,1,A,ND5368,16
21808,1,5350,0,DROP,BS7252,17
21808,1,5243,1,B,BS7252,17
19644,2,8294,1,C+,BS3321,16
19487,5,6615,1,D-,BA4101,14
19487,5,6618,0,DROP,BA4101,14
80539,3,5061,1,A-,BS7252,15
80539,3,5164,0,DROP,BS7252,15
25785,4,12878,1,B+,ND1205,12
26216,4,5913,0,WP,ND9920,3
22986,5,7886,1,C-,BA4253,13
22986,3,6613,0,WP,BA4253,13
23001,5,6719,0,DROP,BS7260,18
23001,5,6616,1,C,BS7260,18
23431,2,6440,0,WN,BS7252,14.5
23431,2,5067,0,F,BS7252,14.5
23431,2,5240,0,DROP,BS7252,14.5
23657,2,5068,1,C,BS7252,13
23657,2,5241,0,DROP,BS7252,13
23708,3,5166,0,DROP,BS2522,13
23708,3,5061,0,WP,BS2522,13
79664,3,6505,0,WP,BA4101,7
25344,1,9781,1,D+,BS6470,19
25842,3,6506,0,WP,BS3321,6
26281,1,5407,0,DROP,BS8117,15
26281,1,5242,1,A,BS8117,15
22827,2,5074,0,DROP,BS2126,13
22827,2,5072,1,D+,BS2126,13
23011,1,5407,0,DROP,BS3321,13
23011,1,5242,1,D-,BS3321,13
23779,1,5350,0,DROP,BS8122,18
23779,1,5243,1,A,BS8122,18
24955,2,6447,1,C+,ND1112,13
24964,1,9786,0,WP,ND1206,16
66721,5,7545,1,A,BS6308,16
26383,1,6129,1,A,BF5051,20
23754,1,5348,0,DROP,BC5363,17
23754,1,5243,0,WP,BC5363,17
24436,1,8405,1,C+,ND6603,13
25663,2,6488,1,A,BA4409,12
25845,1,8402,0,WP,BA4253,20
26352,1,5249,0,WP,BS2127,18
26352,1,5342,0,DROP,BS2127,18
22859,3,6510,1,B-,BS5327,19
22889,1,8834,1,A-,BA5050,17
23117,1,5242,1,B-,BS2121,15
23117,1,5346,0,DROP,BS2121,15
30538,3,5167,0,DROP,BA4101,13
30538,3,5062,1,B+,BA4101,13
30538,2,6454,1,A,BA4101,13
30553,1,5347,0,DROP,BA4105,16
30553,1,5242,0,F,BA4105,16
28053,1,9784,1,A,BS6472,16
28323,3,6082,1,B-,BS3300,14
28556,1,5243,1,B-,BS8122,17
28556,1,5350,0,DROP,BS8122,17
28999,1,9783,0,WP,ND1206,10
29034,3,6509,0,FS,BA4101,14
29034,4,6276,1,D-,BA4101,14
29492,2,8303,1,C,ND8837,16
29493,2,8303,1,C,ND8837,16
29709,3,6118,1,A-,ND1201,12
29709,1,6140,0,F,ND1201,7
29929,5,7525,1,A,BB6132,19
29977,3,5062,1,B,BS7257,16
29977,3,5168,0,DROP,BS7257,16
26738,1,8831,1,B-,BS8167,17
26752,1,9784,1,C-,BA3321,13
26755,1,5248,1,C,BS2127,16
26755,1,5341,0,DROP,BS2127,16
27657,4,4976,0,DROP,BA2128,17
27657,4,4974,1,D-,BA2128,17
27664,1,8834,1,A,ND1206,15
89858,2,11754,1,B+,ND1205,12
28138,1,5342,0,DROP,BS2522,16
28138,1,5249,1,D,BS2522,16
80593,3,5164,0,DROP,ND1112,14
80593,2,5185,0,DROP,ND1201,13
80593,1,5243,0,WP,ND1201,11
80593,3,5061,1,C-,ND1112,14
80593,2,5068,1,D-,ND1201,13
80593,1,5349,0,DROP,ND1201,11
28607,4,4974,1,C-,BS7251,14.5
28607,4,4976,0,DROP,BS7251,14.5
29516,1,6157,0,WF,BB6132,16
29540,2,14135,1,A,BA2129,10
29777,2,6476,0,WP,BC5363,22
26587,2,5073,0,DROP,BS2522,19
26587,2,5071,0,WP,BS2522,19
28253,1,12081,1,B+,ND1205,3
28512,2,5073,0,DROP,BS2522,11
28512,2,5071,1,D,BS2522,11
28933,1,5349,0,DROP,BS2520,12
28933,1,5243,1,C,BS2520,12
29198,2,8298,1,A,BA5290,16
29424,2,8296,1,C+,BS8117,14
29427,2,8285,1,B,BS6470,14
29439,2,5221,0,DROP,BS7252,20
29439,2,5067,1,D-,BS7252,20
80340,6,11958,1,A,ND1201,6
29629,1,5241,1,B-,BS2522,16
29629,1,5246,0,DROP,BS2522,16
29887,1,8402,0,WP,ND1201,16
30141,1,5241,1,C-,BS7253,16
30141,1,5246,0,DROP,BS7253,16
26916,1,5242,1,B-,BS3316,17
26916,1,5407,0,DROP,BS3316,17
27179,3,5062,0,F,BS2121,16
27179,4,4974,0,F,BS2121,12
27179,1,5243,0,WP,BS2121,18
27179,1,5349,0,DROP,BS2121,18
27179,3,5170,0,DROP,BS2121,16
27179,4,4977,0,DROP,BS2121,12
85476,6,5516,0,I,ND9920,6
85744,4,15171,0,DROP,AA5006,7
27039,1,5351,0,DROP,BS7260,15
27039,1,5243,1,C-,BS7260,15
27048,1,5243,1,B,BS7252,16.5
27048,1,5349,0,DROP,BS7252,16.5
27050,2,8287,1,B,BS6470,18
28176,6,5539,0,WF,BS7255,15
89493,6,9612,1,B+,BS7270,17
29619,1,9784,1,A,ND8142,16
26610,1,14562,0,DROP,ND1201,3
26874,1,8833,1,B+,BS7269,17
26874,4,5941,1,A-,BS7269,15
26876,1,5247,0,DROP,BS2127,23
26876,1,5241,0,F,BS2127,23
79121,4,12878,1,A,BS1203,3
90823,1,5243,0,WP,ND1201,13
90823,1,5351,0,DROP,ND1201,13
27755,1,8832,0,WP,BJ6906,17
27808,5,6621,0,DROP,BS8117,18
27808,5,6615,0,WP,BS8117,18
30778,2,5071,1,C-,BS2127,16
30778,2,5073,0,DROP,BS2127,16
30788,2,5070,0,DROP,BA5225,15
30788,2,5067,1,A,BA5225,15
30968,2,8302,1,C,ND6603,7
80366,4,12356,1,B,BA4107,13
83944,6,5504,1,A,BS8179,14
79153,1,9787,1,C,BS7269,17
31967,4,4975,1,C+,BS2522,13
31967,4,5092,0,DROP,BS2522,13
32184,2,13843,0,DROP,AS1104,9
33109,3,5062,1,A-,BS7257,15.5
33109,3,5167,0,DROP,BS7257,15.5
33307,3,6506,1,C+,ND8840,13
31769,3,6508,1,D,BS7269,14
31769,4,6273,1,B-,BS7269,20
33177,2,8302,1,D+,BS6361,20
33177,1,8403,0,WP,BS6361,13
33400,2,5073,0,DROP,ND8839,15
33400,2,5071,1,C,ND8839,15
33589,4,4974,1,C-,BS6470,14
33589,4,4977,0,DROP,BS6470,14
33589,5,6624,1,B,BS6470,16
33589,5,6717,0,DROP,BS6470,16
33590,5,7877,0,WF,ND8835,16
33590,4,10902,0,WP,ND8835,14
33590,2,6437,1,C+,BA4203,13
33633,1,8408,1,B-,BA5194,16
78467,3,9887,1,C+,BC5373,16
30181,4,10902,1,A,BA4214,19
30195,1,6138,1,B-,BS7257,17
30395,1,14553,0,DROP,AA1110,12
78346,1,5246,0,DROP,BS2522,15
78346,1,5241,1,B+,BS2522,15
30924,2,6451,0,I,BM5107,9
30923,2,6451,0,I,BM5107,9
30950,1,8404,0,WP,ND1207,16
31624,2,8285,1,C+,BA4251,16
31883,2,6474,1,A-,ND8839,15
31898,1,5243,1,B,BJ6907,15
31898,1,5350,0,DROP,BJ6907,15
80841,5,14227,0,DROP,AA1110,7
32345,1,8402,1,A,ND1201,15
32349,4,5902,0,WP,BB6126,13
32813,1,9786,1,B,BA2110,17
33066,3,9889,1,A,ND0410,16
33271,1,5246,0,DROP,BS7260,20
33271,1,5241,1,A,BS7260,20
33493,2,8293,1,B+,ND1201,16
33514,1,5349,0,DROP,BS2127,18
33514,1,5243,1,A,BS2127,18
33717,1,9782,1,B,BS6468,16
33729,1,5243,1,C+,BS2127,14
33729,1,5350,0,DROP,BS2127,14
33737,2,5068,1,B+,BS7254,17
33737,2,5184,0,DROP,BS7254,17
76641,1,6177,1,B+,BS6380,19
30279,1,5347,0,DROP,BS2127,18
30279,1,5242,1,D+,BS2127,18
30314,2,8298,1,B+,BS5327,16
30332,6,5805,1,A-,BA4101,10
30641,2,5070,0,DROP,BB6125,17
30641,2,5067,1,C+,BB6125,17
30862,1,8403,1,A,BS6357,17
30864,2,5067,1,B,BS5327,19
30864,2,5069,0,DROP,BS5327,19
31119,1,9783,0,WN,ND8835,16
31329,1,9785,1,D,BC5363,13
31348,1,6119,1,C,BS7252,18.5
31597,5,6620,0,DROP,BS8117,20
31597,5,6615,0,WP,BS8117,20
76689,2,11754,1,A,BS1203,7
31802,4,10918,0,WP,BS8156,14
31804,2,6441,0,WP,ND6603,15
31809,1,5345,0,DROP,BS7252,15.5
31809,1,5242,1,C+,BS7252,15.5
31808,1,5345,0,DROP,BS7252,15.5
31808,1,5242,1,C+,BS7252,15.5
31816,1,6127,1,B+,BS7269,12
31825,2,5184,0,DROP,BA4101,17
31825,2,5068,1,B,BA4101,17
31832,4,10902,1,C,BA4101,16
31831,4,10902,1,C,BA4101,16
31843,4,6268,1,D,BM5101,20
32036,1,5242,1,B,BS7260,16
32036,1,5346,0,DROP,BS7260,16
32053,2,6460,1,C+,BF5168,19
32061,3,6510,1,D+,BS8167,19
32259,1,5243,1,A,BA4105,15
32259,1,5350,0,DROP,BA4105,15
32262,1,8404,0,WP,ND8835,16
32262,2,8287,1,D+,ND8835,19
32494,2,6458,0,F,BS7252,13.5
32494,2,5241,0,DROP,BS7252,13.5
32494,2,5068,0,F,BS7252,13.5
32515,1,5346,0,DROP,ND1220,15
32515,1,5242,1,B-,ND1220,15
32984,2,6441,1,B+,BS7257,16
33007,4,5125,0,DROP,BS8122,15
33007,4,4974,1,C,BS8122,15
33425,1,6153,1,D-,BS6924,16
78721,2,5240,0,DROP,BS7254,18
78721,2,5067,1,D-,BS7254,18
33695,1,5341,0,DROP,ND8839,13
33695,1,5248,1,D-,ND8839,13
33698,1,6120,0,F,BS7256,16
30230,2,8294,0,WP,BS8119,13
30236,1,9787,1,B-,BS4242,17
30272,4,6267,1,B,BA5232,10
30451,1,8402,0,WP,BB6127,20
30481,6,5614,0,FS,BS4238,15
30490,1,9783,1,D,BS2522,7
30695,2,5071,0,WP,ND8839,17
30695,2,5073,0,DROP,ND8839,17
30699,3,6097,1,C+,ND1208,16
34948,2,8285,1,A-,BB6126,19
34952,1,5243,1,B,BS7260,18.5
34952,1,5350,0,DROP,BS7260,18.5
34956,1,9783,1,C,BS8119,16
34957,2,5071,1,C-,BS2120,16
34957,3,6082,1,A-,BS2120,20
34957,1,5242,1,D+,BS2120,17
34957,2,5073,0,DROP,BS2120,16
34957,1,5345,0,DROP,BS2120,17
34990,1,9784,1,C+,ND8835,16
35189,2,5068,0,F,ND0410,17
35189,3,5060,0,F,ND0410,17
35189,3,5064,0,DROP,ND0410,17
35189,2,5222,0,DROP,ND0410,17
78735,4,4978,1,D-,ND1201,14
78735,2,5069,0,DROP,ND1201,13
78735,4,4980,0,DROP,ND1201,14
78735,3,5160,0,DROP,ND1201,14
78735,2,5067,1,D-,ND1201,13
78735,3,5067,0,F,ND1201,14
35441,1,5348,0,DROP,BM5101,19
35441,1,5243,0,FS,BM5101,19
35441,1,6146,0,I,BM5101,19
35453,1,8833,1,B+,BS8122,19
35666,4,12879,1,A-,BS1203,12
35676,3,6504,0,WP,BS6361,16
35676,4,6268,1,A-,BS6361,16
35677,3,6510,1,C,BC5363,13
35684,2,5068,1,C-,BS7253,17.5
35684,2,5184,0,DROP,BS7253,17.5
35885,1,5343,0,DROP,ND8839,19
35885,1,5250,1,C,ND8839,19
35921,1,9784,1,D-,ND1201,16
36115,1,6189,1,A,BC5371,18
36116,2,5240,0,DROP,BS2121,17
36116,2,5067,1,D,BS2121,17
36361,1,5350,0,DROP,BS2120,15
36361,1,5243,1,B,BS2120,15
36403,1,9782,1,C-,BS2126,16
36599,1,5246,0,DROP,BA4101,20
36599,1,5241,1,B+,BA4101,20
36604,1,6158,1,A-,BS4242,19
36626,1,6117,1,B,ND8837,16
36829,3,6096,1,A,BS7254,19
37106,1,6127,1,C-,ND5368,12
37107,2,8300,0,WP,BC5363,16
37295,5,6619,0,DROP,BS3335,13
37295,5,6615,1,A,BS3335,13
37300,2,5072,1,D,BS2121,18
37300,2,5074,0,DROP,BS2121,18
37300,1,5241,1,D,BS2121,15
37300,1,5245,0,DROP,BS2121,15
37319,2,5068,0,F,BS7252,13
37319,2,5241,0,DROP,BS7252,13
37321,3,6508,0,WN,BS7270,12
37322,3,6508,0,WN,BS7270,12
34312,1,6156,1,A-,BA4201,16
34314,1,6178,1,A-,BS7252,15
34347,2,6492,1,B+,BS2127,15
34548,1,12081,1,A-,BS1203,7
34566,1,5244,0,DROP,BS7260,20
34566,1,5241,1,A-,BS7260,20
34565,1,5244,0,DROP,BS7260,20
34565,1,5241,1,A-,BS7260,20
35007,2,8301,1,C,ND1105,13
35007,1,8404,0,F,ND1105,16
35043,4,6273,0,WF,BB6127,16
35507,2,5184,0,DROP,BS7260,13.5
35507,2,5068,1,C,BS7260,13.5
35518,1,5249,1,C+,BS8122,17
35518,1,5342,0,DROP,BS8122,17
35520,3,6110,1,A,ND1208,15
35711,1,9786,1,B,BS2522,16
35968,1,8403,0,WP,BS6470,16
35970,2,6472,1,A-,BS8119,18
35973,4,4975,1,B-,BS7260,14.5
35973,4,5126,0,DROP,BS7260,14.5
35978,1,5342,0,DROP,BS2127,14
35978,1,5249,1,D-,BS2127,14
36175,3,6504,0,WP,BF5161,19
36203,1,9782,1,C,BS6179,16
36228,4,5143,0,DROP,BS2126,19
36228,4,4974,1,A,BS2126,19
36674,6,4646,0,WP,ND1201,18
36674,6,4813,0,DROP,ND1201,18
36889,1,5243,1,D+,ND1105,8
36889,1,5350,0,DROP,ND1105,8
36899,3,6517,1,C,BS5327,19
36907,3,5062,1,B,BS2522,14
36907,3,5170,0,DROP,BS2522,14
36912,3,5061,1,D+,BS6472,20
36912,4,4979,1,C,BS6470,17
36912,3,5165,0,DROP,BS6472,20
36912,4,4981,0,DROP,BS6470,17
36915,1,5249,1,C+,BS2127,19
36915,1,5342,0,DROP,BS2127,19
36923,2,8296,1,B,BS3321,14
37121,2,5072,1,D-,BA4105,15
37121,2,5074,0,DROP,BA4105,15
37121,1,5249,1,D-,BS2507,15
37121,1,5342,0,DROP,BS2507,15
37137,5,7546,1,B+,BA5050,14
37385,1,5242,1,A,BS7255,19
37385,1,5347,0,DROP,BS7255,19
33906,4,10914,1,C,ND1201,13
33906,1,8833,0,WP,ND1201,16
33912,2,8302,1,C-,BA5290,18
33914,1,8403,1,B-,BS8119,13
33937,2,5067,1,D-,BS2127,19
33937,2,5240,0,DROP,BS2127,19
33937,1,5348,0,DROP,BS2127,16
33937,1,5243,0,F,BS2127,16
34122,1,6152,1,B+,ND1201,15
34122,1,8405,1,B-,ND1201,15
78969,1,6140,1,A-,ND8839,17
35355,3,6265,1,A,ND1201,16
35355,4,10918,1,D,BA4253,16
35610,1,8402,0,FN,BC5370,10
35611,2,8285,1,A,BJ6906,17
35638,1,5242,1,C+,BS7253,20
35638,1,5347,0,DROP,BS7253,20
40188,1,6185,1,B,BC5363,15
36335,6,5805,1,S,BC5363,13
36539,4,6274,1,B+,BF6321,15
36541,3,5062,1,D-,ND1201,15.5
36541,3,5167,0,DROP,ND1201,15.5
36556,1,8402,1,B+,ND1201,13
36557,2,8295,1,C-,BA4253,13
36559,2,5073,0,DROP,BS7251,19
36559,2,5071,0,WP,BS7251,19
36566,3,6519,0,F,BA5194,16
79250,1,8414,1,C+,BS8119,16
37252,2,5068,1,C,ND1206,16
37252,2,5241,0,DROP,ND1206,16
85222,2,6433,1,B,BS6470,19
37491,1,8408,1,B,ND1201,14
37501,3,6118,1,A-,BA4101,16
37510,2,8285,1,B+,ND1206,16
34034,2,6476,1,A-,BS8100,19
34040,3,6096,1,A,BA4201,15
34047,1,8412,1,C,BS8119,15
34048,2,13940,1,C,BS8119,13
34051,3,5068,0,F,ND6357,21
34051,3,5161,0,DROP,ND6357,21
34264,1,6146,1,B+,ND8839,16
34471,2,8296,1,B+,BS5327,17
34476,1,5351,0,DROP,BS8122,15
34476,1,5243,1,B-,BS8122,15
34751,3,6511,1,B+,BC5363,17
34762,1,8402,0,WP,BA5050,18
34139,1,8833,0,FS,ND1201,16
34154,1,5349,0,DROP,BS2126,16
34154,1,5243,0,F,BS2126,16
34167,1,5250,1,A-,BS6177,18
34167,1,5343,0,DROP,BS6177,18
34380,1,6171,1,A-,BA5225,18
34384,1,8402,1,D+,BM5106,17
34409,1,8831,1,C,BA4101,14
34594,1,8402,1,A,ND5368,14
34604,1,8412,1,B-,BS6361,16
34620,4,10915,1,B+,BS4242,15
34630,1,5249,0,WP,BS8122,20
34630,1,5342,0,DROP,BS8122,20
34851,1,9786,1,A,BS6470,17
34858,1,9783,1,C,ND1201,15
34859,5,6615,1,B+,BS7260,16
34859,5,6620,0,DROP,BS7260,16
34866,1,8831,0,WF,BA4101,17
34877,1,8409,0,F,BA4201,13
34879,1,8408,1,B-,BF5161,16
34879,1,6191,1,A-,BF5161,16
35313,3,5061,1,C,BA3311,15
35313,3,5165,0,DROP,BA3311,15
35529,4,6271,1,B-,BA4101,19
83565,1,8831,1,C+,BB6156,16
35567,1,8403,1,A-,BA4203,19
35781,4,4974,1,C+,BS7257,18
35781,4,5125,0,DROP,BS7257,18
35799,6,4813,0,DROP,BS7260,14
35799,6,4646,1,S,BS7260,14
36003,1,8402,1,B+,BS6317,10
36268,1,5351,0,DROP,ND1201,15.5
36268,1,5243,1,B-,ND1201,15.5
36279,4,5143,0,DROP,BA4101,13
36279,4,4974,1,A,BA4101,13
36282,2,8288,1,B-,ND1201,18
36474,2,9445,1,A,BB6125,12
36491,1,5351,0,DROP,ND8142,15
36491,1,5243,1,D,ND8142,15
36704,1,6174,0,FS,BS7257,18
36973,1,8832,1,B-,BB6127,16
85872,1,12081,1,A,BS1203,3
37170,1,9783,1,D+,ND1201,16
37183,5,6620,0,DROP,BS7252,10
37183,5,6615,0,F,BS7252,10
37205,1,6134,1,B+,ND1201,15
79013,5,12560,1,A,BS1203,3
37422,6,4645,1,S,BS7252,17
37422,6,4648,0,DROP,BS7252,17
37436,3,6514,1,B+,ND1201,16
37437,1,8834,0,WP,BA4253,20
37441,4,10914,1,B,BA4253,16
37445,1,5243,1,D,ND1201,15
37445,1,5351,0,DROP,ND1201,15
37450,1,6191,1,B-,BS8171,16
33947,5,7539,1,A,BC5363,19
33992,2,6440,0,F,BS2520,18
34182,3,5062,0,WP,ND1105,19
34182,3,5167,0,DROP,ND1105,19
34181,3,5062,0,WP,ND1105,19
34181,3,5167,0,DROP,ND1105,19
34187,2,8298,1,B-,BS6314,15
34210,2,5067,1,C,BS7260,17
34210,2,5069,0,DROP,BS7260,17
34219,6,4645,1,C+,BS7253,11
34219,6,4648,0,DROP,BS7253,11
34437,1,8833,1,B+,BS6308,16
34684,2,5222,0,DROP,BS7260,13
34684,2,5068,1,C+,BS7260,13
35166,2,8285,1,C-,BA4253,19
38367,1,8403,1,C+,BS7256,15.5
38378,5,6616,1,C-,BS8171,14
38378,5,6719,0,DROP,BS8171,14
38594,2,5069,0,DROP,BS6468,17
38594,2,5067,1,B,BS6468,17
38830,1,8402,0,WP,BS8119,16
38830,3,9890,0,F,ND0210,13
38830,2,8293,0,F,BS8119,16
39028,1,6165,1,B,BA4214,18
39056,4,4975,1,D-,BS7260,7
39056,4,5091,0,DROP,BS7260,7
39055,4,4975,1,D-,BS7260,7
39055,4,5091,0,DROP,BS7260,7
39087,2,5068,1,A-,BS7257,14
39087,2,5184,0,DROP,BS7257,14
39304,3,6509,1,B,BC5363,17
39530,1,5242,1,D-,BS2120,15
39530,1,5346,0,DROP,BS2120,15
39540,1,8403,1,C-,BC5363,16
39762,1,9786,1,B-,BS8122,15
39999,1,6176,1,B+,ND1220,15
40250,6,4646,1,B-,BS8171,15
40250,6,4796,0,DROP,BS8171,15
40268,2,11755,1,A,BS1203,10
40450,3,6519,1,B,ND0910,15
40451,4,11046,1,B+,ND1207,16
40451,4,6273,1,B+,ND1207,16
40454,1,8407,1,B+,ND0610,17
40456,4,4974,1,C,BS7253,16
40456,4,5125,0,DROP,BS7253,16
40464,1,9784,1,B,BS6308,17
40469,3,9887,1,A-,BS8167,14
40493,2,5071,0,WP,BS5327,15
40493,1,5241,0,F,BS5327,19
40493,2,5073,0,DROP,BS5327,15
40493,1,5247,0,DROP,BS5327,19
40499,1,5249,1,B,BS2126,17
40499,1,5342,0,DROP,BS2126,17
40691,2,13940,1,D,BA4253,14
40696,2,6458,1,A,BS4240,17
40708,1,9784,1,C-,ND1201,16
40709,1,5390,0,DROP,BS7257,17
40709,1,5389,1,C-,BS7257,17
40724,1,9783,1,C+,BS8122,16
40935,1,9784,0,WP,BA4253,17
40955,2,5241,0,DROP,BA4409,17
40955,2,5068,1,C,BA4409,17
41164,2,14135,1,A,BB6125,16
41172,1,8405,1,B-,ND1206,15
41172,1,6132,1,B,ND1206,15
37740,3,6093,1,B,ND5368,16
37740,5,7880,1,C+,BC5370,18
37928,1,5241,1,C+,ND0910,15.5
37928,1,5245,0,DROP,ND0910,15.5
37927,1,5241,1,C+,ND0910,15.5
37927,1,5245,0,DROP,ND0910,15.5
37944,2,6454,1,A,ND1220,16
37952,2,6434,1,B+,BS6317,15
37962,2,6475,1,A,BS8119,15
37965,2,6434,1,A,BS6317,15
37968,2,5074,0,DROP,BS5327,18
37968,2,5072,1,C,BS5327,18
37968,1,5242,1,D+,BS5327,19
37968,1,5345,0,DROP,BS5327,19
38175,1,5344,0,DROP,BS7257,16
38175,1,5242,1,C,BS7257,16
38177,3,5062,1,A,BS3311,15
38177,3,5169,0,DROP,BS3311,15
38185,2,8285,0,WP,BS6470,13
38197,4,10918,0,WP,BA4101,13
38197,5,7881,1,D+,BA4101,13
38197,1,6124,1,B,BA4101,15
38201,3,6103,1,B+,BA4101,16
38392,2,5072,1,C,BS3313,10
38392,2,5074,0,DROP,BS3313,10
66965,5,7974,1,A,ND0407,14
38408,3,6135,1,B+,BA4251,15
38408,1,6146,0,WP,BS7260,10
66967,6,5513,0,WP,BM5053,17.5
38431,2,5067,1,A,BS8100,17
38431,2,5240,0,DROP,BS8100,17
66968,6,4645,1,B+,BS1925,16.5
66968,6,4795,0,DROP,BS1925,16.5
38434,1,6121,0,F,ND1208,15
38438,1,5244,0,DROP,BS2121,15
38438,1,5241,1,A,BS2121,15
66966,6,5510,1,B,BF5155,19
66966,2,8295,1,C-,ND9956,10
38632,2,5241,0,DROP,BA1915,17
38632,2,5068,1,B-,BA1915,17
38633,1,5241,1,A,BS2507,15
38633,1,5246,0,DROP,BS2507,15
83922,2,13940,1,C+,ND0210,13
38672,4,10902,1,C+,BA4253,15
38672,5,7514,1,B-,BA4253,13
38859,1,9785,0,WP,ND1206,16
38859,5,7974,1,B+,BA4201,16
38870,1,5246,0,DROP,BS2121,15
38870,1,5241,1,A-,BS2121,15
38871,5,7878,0,WP,BA5232,14
38873,1,5342,0,DROP,BS3314,12
38873,1,5249,1,A,BS3314,12
38878,2,6501,1,C,BM5106,17
38885,2,5070,0,DROP,BS7257,17.5
38885,2,5067,1,D-,BS7257,17.5
38890,4,6271,1,B-,BS6260,13
38890,3,6504,0,WP,BS6260,14
39102,3,5065,0,DROP,BA4101,15
39102,3,5060,1,C+,BA4101,15
39134,4,5922,1,A,BM5107,18
39136,1,11991,1,A,BS1203,8
39344,4,5126,0,DROP,BS7257,15.5
39344,4,4975,1,A,BS7257,15.5
39358,1,5243,1,C,BS2121,16
39358,1,5349,0,DROP,BS2121,16
84319,6,5532,1,B,BS2120,16
39365,2,11755,1,B+,AA5006,6
39565,5,6723,0,DROP,BS2121,16
39565,5,6617,1,C,BS2121,16
39583,1,5242,1,C+,BS3313,14
39583,1,5407,0,DROP,BS3313,14
39823,1,5241,1,C-,BS2121,15
39823,1,5246,0,DROP,BS2121,15
39824,2,8302,0,FS,BA5050,19
39834,5,6615,1,B,BS8122,17
39834,5,6618,0,DROP,BS8122,17
39841,1,5407,0,DROP,BS2127,15
39841,1,5242,1,A,BS2127,15
40064,4,5125,0,DROP,BS7254,18
40064,4,4974,1,B-,BS7254,18
40282,2,6475,1,B+,BS6925,16
40517,1,5250,1,C,BS6472,16
40517,1,5343,0,DROP,BS6472,16
40521,3,5061,1,C+,BS2507,17
40521,3,5165,0,DROP,BS2507,17
40546,4,5143,0,DROP,BS2121,13
40546,4,4974,1,C+,BS2121,13
40553,4,4974,0,WP,BS6470,15
40553,4,4976,0,DROP,BS6470,15
40553,5,6615,0,WP,BS6470,14
40553,5,6619,0,DROP,BS6470,14
40739,2,5068,1,B,BS2127,15
40739,2,5222,0,DROP,BS2127,15
40747,2,8287,1,D+,ND6603,17
40783,4,5950,0,FS,BS1903,15.5
40783,6,5499,0,NC,BS1903,13.5
