student_id_number,term_code,class_nbr,completed_flag,official_grade,acad_plan,hours_carried
48678,2,8288,1,B,BS7257,12.5
48678,2,6489,1,B+,BS7257,12.5
48678,3,5062,1,D-,BS7257,20
48678,3,5167,0,DROP,BS7257,20
48681,2,9445,1,A,BA4201,17
48682,2,6484,1,A-,ND0210,17
48683,2,6440,1,D+,BS6468,14
48684,1,5243,1,B-,BS2522,14
48684,1,6181,1,B+,BS2522,14
48684,1,5351,0,DROP,BS2522,14
48685,1,6150,1,B+,ND1220,13
48686,2,6446,1,B+,BA4101,19
48686,4,10914,1,B-,BA4101,17
48687,2,5067,1,A,BS2121,16
48687,2,5240,0,DROP,BS2121,16
48687,1,6151,1,A,BS2121,15
48688,1,6142,1,A-,ND1206,17
48689,1,6141,1,A-,BS3331,15
48690,4,4974,1,A,BS8171,14
48690,4,5143,0,DROP,BS8171,14
48690,1,9785,1,A,ND1201,15
48690,2,6483,1,A,BS8171,18
48691,2,6497,1,A,BS5327,17
48694,3,6510,1,D-,BS8119,13
48694,4,6267,1,B+,BS8119,13
48695,2,8302,1,C+,BA4101,14
48696,2,8295,1,A-,BS8122,17
48696,3,5061,1,C,BS8122,15
48696,3,5166,0,DROP,BS8122,15
48697,1,6171,1,A-,BA4211,16
48698,1,6153,1,C,ND1206,15
48698,1,8830,1,C,ND1206,15
48699,1,6131,0,WP,BA4201,16
48701,1,6162,1,A,ND8142,14
48702,1,6143,1,A,BJ6906,16
48703,1,6121,1,B-,ND1105,16
48704,1,5242,1,C+,BS3315,16
48704,1,5345,0,DROP,BS3315,16
48704,2,6472,1,A,BS3315,17
48707,1,6172,1,B,ND1206,15
48709,1,6148,1,B,ND1206,15
48709,1,8832,1,B,ND1206,15
48713,1,6167,1,B+,ND9962,13
48714,2,8295,1,B,ND1201,14
48716,1,8405,1,A-,ND1206,15
48716,1,6132,1,B+,ND1206,15
48717,1,5242,1,C,BS7263,16
48717,1,5347,0,DROP,BS7263,16
48719,2,5184,0,DROP,BS2522,15
48719,2,5068,1,C-,BS2522,15
48720,1,6171,1,A,BS6316,19
48722,1,6158,1,A,BS7260,16
48722,5,6615,1,C+,BS7260,17
48722,5,6621,0,DROP,BS7260,17
48900,2,6449,1,B,BS8167,15
48901,1,5245,0,DROP,BS1902,17
48901,1,5241,1,A,BS1902,17
48901,2,6463,1,A,BS1902,17
48902,2,6441,1,A-,ND8837,15
48903,2,6488,1,A,BA4253,17
48904,1,9782,1,C+,BA4101,15
48905,1,5245,0,DROP,BS2127,15
48905,1,5241,1,A,BS2127,15
48907,1,5391,0,DROP,BS7252,18
48907,1,5389,1,A,BS7252,18
48908,2,8302,1,B+,BA4412,20
48910,2,8302,1,B+,BS6470,17
48910,2,6451,0,WP,BS6470,17
48912,3,5060,1,C-,BS7257,16
48912,3,5064,0,DROP,BS7257,16
48912,2,5184,0,DROP,BS7257,15.5
48912,1,6140,1,A,BS7257,15
48912,2,5068,0,WP,BS7257,15.5
48913,1,5246,0,DROP,BS2522,15
48913,1,5241,0,WP,BS2522,15
48914,1,6169,1,A,BS6235,16
48915,1,6127,1,B,ND1206,15
48915,2,8300,1,B,ND1206,17
48916,3,6077,1,A,ND1208,15
48917,2,6434,0,WF,BA5195,14
48918,1,6178,1,B+,ND1206,15
48919,1,6176,1,A-,BS6308,16
48920,4,4975,1,A,BS3311,20
48920,4,5144,0,DROP,BS3311,20
48920,2,6501,1,B,BS3101,14
48923,2,8293,0,WP,BS2522,17
48927,1,5242,1,B,BA4211,15
48927,1,5346,0,DROP,BA4211,15
50136,1,6126,1,B-,ND9961,16
50140,2,5240,0,DROP,BS8122,15
50140,2,5067,1,B,BS8122,15
50140,2,6481,1,A-,BS8122,15
50141,2,8288,0,WP,ND1206,13
50141,1,6129,1,B-,ND1206,15
50142,2,6443,1,B-,BS7257,17
50142,1,5389,0,WP,BS7257,18.5
50142,1,5390,0,DROP,BS7257,18.5
50144,1,6154,1,C,ND1206,16
50145,2,6436,1,A,BB6156,15
50147,1,6163,1,B+,ND1105,15
50147,2,8299,1,B-,ND1105,17
50149,5,6720,0,DROP,BS8122,16
50149,5,6616,0,WP,BS8122,16
50149,2,8286,1,B-,BS2121,17
50149,6,4645,1,B-,BS8122,17
50149,6,4795,0,DROP,BS8122,17
50149,1,6159,1,B+,ND0407,15
50150,2,6436,1,A,ND9956,9
50153,2,5222,0,DROP,BS7257,17
50153,2,5068,1,A,BS7257,17
50153,1,8403,1,A-,BS7257,15.5
50152,2,5222,0,DROP,BS7257,17
50152,2,5068,1,A,BS7257,17
50152,1,8403,1,A-,BS7257,15.5
50157,2,6485,1,B,BB6158,15
50159,1,6133,1,A-,ND1201,15
50160,2,6468,1,A-,BS7269,17
50161,2,8287,1,C-,BS2127,15
50161,1,6138,1,B,BS2127,16
50162,2,6436,1,B,ND8142,15
50162,4,10902,1,B-,BS6470,15
50163,1,5393,0,DROP,BS7257,16
50163,1,5392,1,B,BS7257,16
50164,2,6486,1,A-,BA5050,15
50165,1,8830,1,C,ND1206,15
50165,1,6153,1,C+,ND1206,15
50166,1,6139,1,A,BJ6906,15
50167,2,6480,1,A,ND5368,15
50171,1,14184,1,B,ND1201,15
50171,1,9783,1,B-,ND1201,15
50173,2,6463,1,A,BS8171,15
50173,1,5246,0,DROP,BS2507,15
50173,1,5241,1,A,BS2507,15
50174,4,4975,1,C-,BS8122,15
50174,4,5091,0,DROP,BS8122,15
50174,5,6715,0,DROP,BS8122,13
50174,5,6622,1,C,BS8122,13
50174,2,6484,1,A,BS8122,15
50174,1,9784,1,A-,BS8122,15
50176,1,6152,1,B,ND1206,17
50177,1,6117,1,A,ND0407,17
50177,2,5069,0,DROP,BS8171,16
50177,2,5067,1,C,BS8171,16
50177,1,8828,1,B+,ND0407,17
50178,1,9784,1,C,ND0810,17
50178,2,6505,1,B+,ND0810,16
50179,1,6141,1,B,ND1206,16
50180,2,6434,1,A-,BS6922,15
50182,2,6443,1,B-,ND0410,16
50182,1,9782,1,C,ND0410,17
50183,4,6274,1,C+,BS8119,14
50185,1,9784,1,C,BS6308,17
50186,1,8830,1,B,ND1206,15
50186,1,6153,1,B+,ND1206,15
50187,1,6145,1,B+,BA4203,16
50188,1,6171,1,B,ND1206,15
50190,1,6130,1,A-,ND1220,15
50192,4,4974,1,A,BS7260,17
50192,4,4977,0,DROP,BS7260,17
50192,1,6171,1,A,BS7260,16
50193,2,6458,1,A,BB6158,18
50194,5,7881,1,B,BA2128,13
50194,1,6170,1,B+,ND1220,15
50195,2,6447,1,B-,ND5368,15
50375,1,6147,1,B,BS8171,15
50377,1,6152,1,B+,ND1206,15
50377,1,8405,1,A-,ND1206,15
50395,1,8405,1,C+,ND1206,15
50395,1,6132,1,C+,ND1206,15
50398,1,9785,1,C+,BS6308,17
50399,2,6480,1,A,BS6468,16
50401,2,8287,1,C-,ND1201,17
50401,3,6504,1,A-,ND1201,17
50401,1,6173,1,A,ND1201,15
50402,2,6450,1,A,BB6127,15
50403,1,6138,1,B-,ND1206,15
50403,3,6509,0,WP,BC5363,16
50404,2,6500,0,WP,ND1105,16
50404,1,5243,1,D-,ND1105,17
50404,1,5348,0,DROP,ND1105,17
50404,1,6150,0,FS,ND1105,17
50405,2,5067,1,C-,BS8122,16
50405,2,5069,0,DROP,BS8122,16
50405,2,6495,1,B,BS8122,16
50409,1,6138,0,FS,ND1206,15
50410,1,6188,1,B+,BA4101,15
50410,2,8302,1,B,BA4101,19
50411,1,6141,1,A,BS3335,15
50412,1,6171,1,A,ND1206,15
50413,2,6431,1,A-,BB6127,15
50415,1,13556,1,A-,BA4101,15
82531,2,6505,1,A-,ND1206,17
50416,1,6184,1,A-,ND1206,15
50417,6,4648,0,DROP,BS2120,16
50417,6,4645,1,S,BS2120,16
50417,1,8405,1,B,BS2120,16
50419,3,6092,0,WN,ND1206,15
50419,1,6177,0,WF,ND1206,15
50420,1,6148,1,A,BA4101,16
50421,2,6432,1,A,ND5368,15
50421,1,9786,1,B+,ND5368,15
50422,1,9787,1,A,BS6180,17
50422,1,6151,1,A,BS6180,17
50424,2,6448,1,B+,BS5327,15
50425,1,6126,1,A,ND9961,15
50426,2,5067,1,B,BS2522,15
50426,2,5069,0,DROP,BS2522,15
50426,2,6485,1,A,BS2522,15
50427,2,6484,1,A,ND5368,15
50428,1,5241,1,D-,ND0407,15
50428,1,5406,0,DROP,ND0407,15
50606,5,7886,1,D+,BS8100,16
50606,4,14728,1,B,ND0210,20
50607,1,8833,1,B,ND8835,17
50607,1,6131,1,B-,ND8835,17
50608,1,6118,1,B,ND1206,15
50609,2,6448,1,B-,ND8142,15
50609,3,6612,1,C-,ND8142,16
50610,1,9781,1,B,ND1201,15
50610,1,6154,1,A,ND1201,15
50611,2,6446,1,A-,BA4201,16
50613,1,6140,1,C-,ND1201,15
50617,1,6125,1,A,BJ6907,17
50617,2,11751,1,A,BJ6907,8
50618,1,6178,1,B-,ND1220,15
50620,1,6191,1,B+,ND1206,15
50620,1,8406,1,B-,ND1206,15
50622,1,6150,1,A,BF1924,16.5
50621,1,6150,1,A,BF1924,16.5
50623,5,7546,1,A,BS2121,14
50623,2,6464,0,F,BS2121,15
50623,1,8828,1,C,BS2121,16
50624,2,8288,1,B+,BA4101,16
50624,1,6124,1,A-,BA4101,17
50632,2,6460,1,B-,BS5327,17
50634,2,6473,1,A,BB6125,19
50637,1,6133,1,B+,BS7256,16.5
50636,1,6133,1,B+,BS7256,16.5
50638,2,6482,1,A,ND0407,16
50638,2,8286,1,B-,ND0407,16
50641,2,8298,1,B-,ND1201,16
50641,1,6180,1,A,ND1201,15
50642,1,9787,1,B,BS8167,17
50646,1,8828,1,B+,BS2127,17
50646,2,5221,0,DROP,BS2127,17
50646,1,6117,1,A,BS2127,17
50646,2,5067,1,C+,BS2127,17
50647,1,6158,1,A,ND1201,15
50648,1,6119,1,A,BJ6906,15
50649,2,5240,0,DROP,BS7254,19
50649,2,5067,1,A,BS7254,19
50649,5,7514,1,A,BS7254,17
50650,1,6155,1,B+,BS6178,16
50651,3,6076,1,C+,ND1206,15
50651,2,6443,1,D+,ND1206,16
50651,1,13836,0,WF,ND1206,15
50653,1,6189,1,A,ND1105,17
50656,2,6478,1,A,BS1929,16
50657,1,8834,1,A,ND8142,16
50657,2,6432,1,A-,ND8142,16
50658,1,5242,1,A,BS2520,18
50658,1,5345,0,DROP,BS2520,18
50662,1,6153,1,B-,ND1206,15
50662,1,8830,1,C,ND1206,15
50663,1,6134,1,B+,BJ6907,16
50841,1,6119,1,A,BJ6906,17
50842,1,6123,1,B,ND8142,15
50843,1,6141,1,A,ND0410,16
50844,1,6143,1,A-,ND1206,17
50846,2,6455,1,A,ND8837,16
50847,2,6463,1,A-,BS3310,15
50848,2,6440,1,A-,BA4406,20
50850,1,6156,1,B,ND1206,16
50851,1,6181,1,B+,ND1220,14
50854,1,6126,1,B+,ND9961,14
50856,2,6441,1,A-,BB6127,19
50857,2,5067,1,A,BS2127,17
50857,1,6117,1,A,BS2121,17
50857,2,5070,0,DROP,BS2127,17
50858,6,5496,1,A-,BB6156,15
50858,1,8833,1,B,BB6126,19
50859,1,6167,1,A-,ND1206,15
50861,1,6154,1,B+,ND1207,15
50862,2,6457,1,A,BS5327,15
50864,3,6096,1,B+,BS8122,16
50867,1,6134,1,C+,ND0407,16
50867,1,9784,1,A-,ND0407,16
50869,2,6490,1,B+,ND8837,16
50870,2,8298,1,C,ND0408,16
50870,2,6462,1,B,ND0408,16
50871,1,5392,1,B,BS7264,17
50871,2,6441,1,B+,BS7264,18.5
50871,1,5393,0,DROP,BS7264,17
50872,1,6141,1,A,BS2120,15
69026,6,4646,1,B,BS3313,17
69026,6,4796,0,DROP,BS3313,17
50874,1,6123,0,FS,BS2507,15
50874,2,5184,0,DROP,BS2507,14
50874,2,6435,0,WN,BS2507,14
50874,2,5068,0,WP,BS2507,14
50876,1,8828,1,B-,BS2121,16
50876,2,6457,1,A,BS2121,16
50878,6,9612,0,WF,BS8119,16
50878,1,6189,1,A,ND1220,15
50885,1,6181,1,B+,BA4101,15
50885,1,8403,1,B+,BA4101,15
50892,2,6485,1,A,BS6177,16
50893,3,6076,1,B-,ND1201,13
50894,2,6483,1,A,BA4101,16
50894,1,9782,1,B,BA4101,16
50896,2,6485,1,A,BB6127,15
51075,1,9781,1,B,BB6127,17
51075,2,6438,1,B,BB6127,17
51077,2,8295,1,B-,ND1201,15
51079,2,6492,1,C+,BS2127,17
51079,1,5243,1,C-,BS2127,15
51079,1,5350,0,DROP,BS2127,15
51082,1,9322,1,B,ND0210,17
51083,1,8406,1,C+,ND1206,15
51083,1,6182,1,B+,ND1206,15
51084,1,6153,0,F,ND1206,17
51084,1,8830,1,D,ND1206,17
51085,2,6450,1,A,BS6316,15
51086,4,4974,1,B-,BS7254,16
51086,4,5143,0,DROP,BS7254,16
51087,1,6180,1,A,ND1201,15
51087,2,8298,1,B,ND1201,16
51089,2,9447,1,A-,BB6125,15
51091,2,6480,1,A-,BS2127,15
51091,2,5241,0,DROP,BS2127,15
51091,2,5068,1,B,BS2127,15
51092,1,6175,0,F,BS2127,17
51093,1,6181,1,A-,ND1105,15
51093,1,8407,1,B+,ND1105,15
51094,2,6434,1,A,ND1201,15
51095,1,6122,1,B-,BS6923,16
51096,1,6154,1,A-,ND1201,15
51097,1,6159,1,A-,BJ6906,16
51099,2,6433,1,C+,BA5194,15
51100,2,6434,1,A-,BS6316,15
51101,1,8407,1,C+,ND1207,15
51101,2,6472,1,A,ND1207,15
51103,2,6493,1,A,BM5107,19.5
51105,2,6456,1,B+,ND5368,15
51106,1,6126,0,F,ND9961,15
51107,2,5067,1,B,BS7252,16
51107,2,5240,0,DROP,BS7252,16
51110,2,8295,1,B+,BS6178,16
51111,2,5067,1,C,BS2127,17
51111,4,5913,1,B,BS2127,15
51111,2,5070,0,DROP,BS2127,17
51112,1,6189,1,A,BS7260,15
51113,1,8414,1,C,BS2121,15
51114,1,6140,1,B+,BS7260,16
51114,2,5222,0,DROP,BS7260,14.5
51114,2,5068,1,C-,BS7260,14.5
51116,1,6181,1,B+,BC5363,15
51118,1,6176,1,A-,ND1206,15
51119,2,6497,1,A,BS8167,12
51121,1,6168,1,A-,ND1201,15
51123,1,6135,1,A-,BJ6906,17
51125,5,7873,1,B,BS8100,16
51125,2,6476,1,A,BS6470,17
51126,1,8406,1,C,ND1207,17
51126,1,6173,1,A,ND1207,17
51127,1,6151,1,A,ND6603,16
51127,3,6505,1,A-,ND6603,17
51128,1,8407,1,A-,BA4211,15
51128,1,6186,1,A-,BA4211,15
51131,1,8403,1,C,BA4101,16
51132,2,8287,1,C-,ND0407,16
51132,1,6139,1,B+,ND0407,15
51310,1,6127,1,A-,ND0410,16
51310,3,5061,1,C-,BS3314,19
51310,3,5164,0,DROP,BS3314,19
51310,2,8286,1,B-,BS3314,16
51311,1,6173,1,A,ND1201,15
51312,2,13940,1,C,BA4101,10
51312,1,9781,1,D,BA4251,16
51313,3,6080,1,A,BS6306,12
51314,3,6091,1,B+,ND6603,16
51314,1,6179,0,F,ND0210,17
51315,1,6140,1,C-,ND1206,15
51315,2,8286,0,F,ND1206,14
51315,1,8830,1,D+,ND1206,15
51316,2,6455,1,A-,BS6309,16
51316,1,8834,1,B+,BS6309,17
51322,2,6454,1,B,ND0610,20
51326,4,5144,0,DROP,BS7274,15.5
51326,4,4975,1,B-,BS7274,15.5
51328,4,10902,1,A,BS3321,14
51329,4,6269,0,F,BS6308,17
51330,1,6122,1,B-,ND1201,15
51331,1,6142,0,WP,BS6180,17
51333,2,6487,1,A,BS7256,17
51333,1,8404,1,B+,BS7256,16.5
51332,2,6487,1,A,BS7256,17
51332,1,8404,1,B+,BS7256,16.5
51334,2,6457,1,B-,BB6127,15
51335,2,6435,0,F,BA4252,18
51335,4,5953,1,B-,BA4252,16
51336,1,6158,1,A-,BC5329,15
51336,2,8303,1,C+,BC5329,16
51338,1,6156,1,A-,ND0410,16
51339,1,6140,1,A-,BC5363,15
51340,1,6130,1,A-,BJ6907,16
51341,3,6515,1,B-,ND1206,14
51342,1,9784,1,B+,ND1201,15
51342,1,6180,1,A,ND1201,15
51345,1,6158,1,A-,ND0407,15
51346,1,6135,1,A,BA5225,16
51348,2,6448,1,B-,BS6922,15
51349,1,5246,0,DROP,BS2522,20
51349,1,5241,1,C-,BS2522,20
51349,2,6462,1,A,BS2522,14
51352,2,5222,0,DROP,BS2127,17
51352,2,5068,1,C-,BS2127,17
51353,2,5070,0,DROP,BS7253,15.5
51353,2,5067,1,A,BS7253,15.5
51354,1,6132,1,B,ND1206,15
51354,1,8405,1,C+,ND1206,15
51357,1,6156,1,A,BS7260,15.5
51356,1,6156,1,A,BS7260,15.5
51359,4,5092,0,DROP,BS6468,14
51359,3,6069,1,A,BS8122,18
51359,4,4975,1,C-,BS6468,14
51360,1,6146,1,B,BC5329,16
51360,1,9787,1,C+,BC5329,16
51361,1,5245,0,DROP,BS2522,15
51361,1,5241,1,C,BS2522,15
51362,2,5067,1,D-,ND0407,16
51362,6,4649,1,S,BS8122,13
51362,2,5069,0,DROP,ND0407,16
51362,6,4651,0,DROP,BS8122,13
51362,5,6617,1,D-,BS8122,16
51362,2,6475,1,B-,ND0407,16
51362,5,6724,0,DROP,BS8122,16
51363,2,6446,1,B,BB6137,15
51365,2,6486,1,B+,BS8167,16
51365,1,8408,1,A-,BS8167,17
51366,1,6158,1,A,BS6308,13
51367,2,8300,1,B,ND1201,12
51368,1,6163,1,C,ND1206,15
51546,1,6185,1,A,BA4101,16
51547,2,5221,0,DROP,BS7257,15.5
51547,2,5067,1,C-,BS7257,15.5
51547,2,6441,1,B+,BS7257,15.5
51548,1,5395,1,C+,BS7253,16
51548,1,5396,0,DROP,BS7253,16
51548,2,6501,1,A,BS7253,15.5
51550,3,6508,0,WF,ND8142,17
51550,1,6162,1,C+,ND8142,17
51552,1,6184,1,A-,ND1201,15
51552,2,8294,1,B-,ND1201,19
51553,2,6468,1,C-,ND1105,17
51554,5,6619,0,DROP,BS7252,16.5
51554,5,6615,0,WP,BS7252,16.5
51554,4,11045,1,A,BS7252,17
51556,1,8403,0,WP,BC5363,19
51556,1,6159,1,B-,BC5363,19
51558,1,8828,1,B,ND0410,16
51558,2,6461,1,B+,ND0410,15
51560,1,13556,1,C-,ND0408,16
51560,2,8300,1,C-,ND0408,16
51561,2,6481,1,B+,BS8122,16
51561,1,5242,1,A,BS8122,15
51561,1,5347,0,DROP,BS8122,15
51565,2,5241,0,DROP,BS8122,17
51565,2,5068,1,C,BS8122,17
51566,1,6142,1,A-,ND1206,15
51585,2,6482,1,B+,BS7256,17
51585,1,8404,1,A-,BS7270,15
51586,1,6172,1,B-,ND1201,17
51587,4,6272,1,B,BA4253,18
51590,1,5391,0,DROP,ND0910,15
51590,1,5389,1,C+,ND0910,15
51590,2,6464,1,C+,BS7260,15
84697,1,6127,1,A-,BS2121,16
51591,1,6182,1,B+,ND1201,15
51591,1,8406,1,A,ND1201,15
51592,1,6144,1,A-,ND1201,15
51593,2,5222,0,DROP,BS2121,21
51593,2,5068,1,C+,BS2121,21
51594,1,5394,0,DROP,BS7257,15
51594,1,5392,0,I,BS7257,15
51596,2,6464,1,C+,BS6923,15
51597,2,6431,1,A,BB6126,17
51601,1,13080,0,FS,BC5363,17
51602,2,6500,1,B+,BS8171,15
51602,1,8828,1,B,BS2127,15
51602,2,5067,1,C,BS8171,15
51602,2,5070,0,DROP,BS8171,15
51603,2,6438,1,A,BS5327,16
51782,1,6156,1,B,BS6922,16
51784,2,6495,1,B+,BS6925,16
51785,3,6506,1,D+,ND1206,15
51785,4,10918,1,C,ND1206,17
51788,2,6473,1,A,ND0210,16
51789,2,6485,1,A-,ND0910,16.5
51790,2,6457,1,A,ND1206,15
51792,2,5068,1,C-,BA5050,17
51792,2,5241,0,DROP,BA5050,17
51793,2,5184,0,DROP,BS2522,15
51793,2,5068,1,C-,BS2522,15
51793,2,6505,1,A,BS2522,15
51794,2,6458,1,B+,ND5368,15
51795,1,6118,1,A,ND1206,15
51797,2,8300,1,A-,BS8122,15
51799,1,6177,1,A-,BC5363,14
51801,3,5061,1,A,BS2120,15
51801,3,5166,0,DROP,BS2120,15
51802,2,6464,1,A-,BB6132,16
51804,5,7530,1,A-,BS2121,16
51804,2,5067,1,C+,BS2121,15
51804,2,5069,0,DROP,BS2121,15
51805,3,5062,1,D+,BS3314,17
51805,3,5168,0,DROP,BS3314,17
51805,4,4981,0,DROP,BS3314,16
51805,4,4979,1,C+,BS3314,16
51805,2,14135,1,A,BS3314,20
51805,2,8300,1,A,BS3314,20
51806,3,6508,1,D+,BS8156,17
51807,1,8830,1,B,ND1206,15
51808,1,8404,1,A,BS6308,17
51809,2,6471,1,B,BS8122,16
51811,4,10918,1,D,BA4101,14
51811,3,6511,0,WP,ND1201,10
51811,6,5808,1,S,BA4101,13
51813,5,7887,0,F,BA4251,20
51814,1,8406,1,A-,ND1201,15
51814,1,6182,1,B+,ND1201,15
51819,1,14184,1,B,ND1201,15
51822,1,6191,1,A,ND1206,15
51830,1,6133,1,C+,ND1206,15
51830,2,8302,1,C,ND1206,14
52018,4,5144,0,DROP,BS7257,14.5
52018,4,4975,1,A,BS7257,14.5
52019,3,9890,1,B-,BB6125,14.5
52021,2,5184,0,DROP,BS7274,15
52021,2,5068,1,C-,BS7274,15
52023,4,5092,0,DROP,BS3321,16
52023,4,4975,1,C,BS3321,16
52024,2,5184,0,DROP,ND1508,13
52024,2,5068,1,D+,ND1508,13
52025,5,6724,0,DROP,BS7252,16
52025,5,6617,0,WP,BS7252,16
52026,4,5091,0,DROP,BS3315,12
52026,4,4975,1,B+,BS3315,12
52027,1,6160,1,B+,BJ6906,16
52028,2,8296,1,C+,BS5327,16
52028,2,6476,1,B,BS5327,16
82537,3,5061,1,D-,BS2127,15
82537,3,5164,0,DROP,BS2127,15
82537,2,5221,0,DROP,BS2127,15
82537,2,5067,0,WP,BS2127,15
52029,2,6481,1,A-,BB6121,16
52030,2,6443,1,B-,BB6127,15
52031,2,6492,0,FS,BS6308,15
52031,1,9781,0,FS,BS6308,16
52031,2,8296,0,WP,BS6308,15
52032,1,9782,1,B+,BA2129,15
52032,2,5222,0,DROP,BS7274,17.5
52032,2,5068,1,C-,BS7274,17.5
52033,1,6153,1,A-,ND1206,15
52033,1,8830,1,C+,ND1206,15
52035,3,6517,1,B,BS6470,18
52035,1,5242,1,D-,BS3312,15
52035,4,5935,1,B,BS6470,15
52035,3,5160,0,DROP,BS6470,18
52035,1,5345,0,DROP,BS3312,15
52035,3,5067,1,C,BS6470,18
52037,2,6477,1,B,ND0210,15
52038,2,6480,1,A,BA4203,15
52038,1,8414,1,A-,BS2127,15
52040,1,8414,1,B+,BS2126,15
52040,2,5067,1,D-,BS2126,14
52040,3,5161,0,DROP,BS2126,19
52040,3,6091,1,B,BS2126,19
52040,2,5069,0,DROP,BS2126,14
52040,4,4980,0,DROP,BS2126,16
52040,4,4978,0,WP,BS2126,16
52040,3,5068,1,D+,BS2126,19
52041,1,6141,1,A-,BS8119,15
52042,1,6184,1,A-,ND1201,15
52043,2,5221,0,DROP,BS8171,15
52043,2,5067,1,B-,BS8171,15
52043,1,9787,1,A,BS8171,15
52043,2,6456,1,B,BS8171,15
52044,2,6431,1,B,ND1206,16
52045,1,6118,1,B+,ND1201,15
52045,1,9782,1,B+,ND1201,15
52046,2,6460,1,A,BA4201,16
52047,1,9784,1,B-,ND8142,16
52047,4,5922,1,B+,BA4105,17
52048,1,6121,1,A,ND0210,15
52049,1,5245,0,DROP,BS2127,15
52049,1,5241,1,A-,BS2127,15
52050,1,8832,1,B,ND1206,15
52053,1,5349,0,DROP,BS2121,17
52053,1,5243,1,B,BS2121,17
52054,2,6478,1,B,ND5368,15
52061,1,6133,1,B,ND1201,16
52062,2,6454,1,A-,BB6121,15
52064,1,5246,0,DROP,BS2127,15
52064,1,5241,1,A,BS2127,15
52066,1,8833,1,A-,BS7270,16
52067,3,5064,0,DROP,BS3310,13
52067,3,5060,0,WP,BS3310,13
52069,2,6501,1,A-,BS8167,19
52072,2,6487,1,B,BS7256,14
52253,4,11046,0,F,ND1105,9
52253,1,6177,0,F,ND1105,16
52258,3,6509,1,D+,ND1201,13
52261,3,6515,1,B-,BC5329,17
52261,1,6144,1,A-,BA5290,15
52264,2,6456,1,B+,ND5368,15
52265,2,5185,0,DROP,BS7252,13
52265,2,5068,1,C,BS7252,13
52270,1,6157,1,D-,ND0210,16
52271,2,5221,0,DROP,BS7253,15.5
52271,2,5067,1,B,BS7253,15.5
52272,2,6483,1,B,BS7255,16.5
52274,2,5185,0,DROP,BS6472,15
52274,2,5068,1,B,BS6472,15
52275,1,6169,1,A,ND1220,15
52276,1,5245,0,DROP,BS1937,17
52276,1,5241,1,A,BS1937,17
52278,1,6178,1,B+,ND1206,15
52279,2,9447,1,C+,BS7260,9
52280,1,6168,1,A,BC5363,17
52281,2,6490,1,A-,ND0610,16
52282,1,9787,1,B+,BS2121,17
52282,1,6117,1,B+,BS2121,17
52283,2,6477,1,B,BS6924,13
52284,3,6506,1,B+,BA4253,16
52284,1,6123,1,B,BA4253,15
52285,2,6484,1,A,BB6158,18
52286,2,6434,1,A-,BS6922,16
52287,1,6150,1,B+,ND1206,15
52287,1,8830,1,B,ND1206,15
52288,1,8830,1,C,ND1206,15
52288,1,6153,1,B,ND1206,15
52289,1,6181,0,I,BC5363,16
52289,2,8295,0,WP,BC5363,16
52290,1,5245,0,DROP,BS2121,17
52290,1,5241,1,D-,BS2121,17
52290,2,5073,0,DROP,BS2121,15.5
52290,2,5071,1,D-,BS2121,15.5
52291,2,5069,0,DROP,BS3314,18
52291,2,5067,1,C,BS3314,18
52291,2,14135,1,A,BS3314,18
52293,2,6440,1,A,BS7252,17
52293,1,5391,0,DROP,BS7257,16
52293,1,5389,1,A,BS7257,16
52294,2,8295,1,A,BS6470,16
52294,2,6455,1,B+,BS6470,16
52295,2,8300,1,D,BS6472,13
52296,2,6488,1,A,BS3310,18
52296,2,5068,1,B-,BS3310,18
52296,2,5222,0,DROP,BS3310,18
52297,2,6446,1,B+,BS6925,15
52301,2,6471,1,B+,ND0407,16
52301,2,13940,1,A-,ND0407,16
52302,1,6190,1,B,BA4251,16
52303,1,5246,0,DROP,BS2127,16
52303,1,5241,1,A-,BS2127,16
52305,2,5069,0,DROP,BS2127,17.5
52305,2,5067,1,B,BS2127,17.5
52305,2,6486,1,A-,BS2127,17.5
52304,2,5069,0,DROP,BS2127,17.5
52304,2,5067,1,B,BS2127,17.5
52304,2,6486,1,A-,BS2127,17.5
52307,2,6483,1,A,BS8167,15
52309,2,14135,1,A,BS8122,19
52309,3,5062,1,C,BS8122,17
52309,3,5167,0,DROP,BS8122,17
52310,1,6162,1,A,ND0210,15
52311,1,5242,1,A,BS2121,15
52311,4,5909,1,B,BS2121,16
52311,1,5345,0,DROP,BS2121,15
48782,1,5242,1,B,BS1947,15
48782,1,5345,0,DROP,BS1947,15
48783,2,6457,1,D,ND0610,15
48784,2,8296,0,WP,ND1201,16
48784,4,10915,1,B-,ND1201,18
48784,1,6133,1,B,ND1201,16
48786,2,5240,0,DROP,BS3314,15
48786,2,5067,1,C,BS3314,15
48787,1,6145,1,B+,ND1206,18
48787,1,8832,1,C-,ND1206,18
48788,2,6492,1,B,BS7257,18
48788,1,5397,0,DROP,BS7257,16
48788,1,5395,1,C+,BS7257,16
48791,1,5391,0,DROP,BS7257,17.5
48791,1,5389,1,A,BS7257,17.5
48790,1,5391,0,DROP,BS7257,17.5
48790,1,5389,1,A,BS7257,17.5
48792,3,5169,0,DROP,BS8171,15
48792,4,5144,0,DROP,BS8171,13
48792,4,4975,1,D,BS8171,13
