term_code,semester,subject,catalog_nbr,class_nbr,class_description,dept_code
1,Fall,PHYS,101,8828,General Physics,22
1,Fall,SPAN,101,6147,Beginner Spanish,16
1,Fall,SPAN,101,6169,Beginner Spanish,16
1,Fall,SPAN,101,14562,Beginner Spanish,16
1,Fall,SPAN,101,12082,Beginner Spanish,16
1,Fall,PHYS,101,8414,General Physics,22
1,Fall,SPAN,101,6191,Beginner Spanish,16
1,Fall,SPAN,101,6177,Beginner Spanish,16
1,Fall,BIOS,101,5244,Human Anatomy,21
1,Fall,PHYS,101,8409,General Physics,22
1,Fall,BIOS,101,5248,Human Anatomy,21
1,Fall,SPAN,101,6189,Beginner Spanish,16
1,Fall,PHYS,101,8834,General Physics,22
1,Fall,PHYS,101,8832,General Physics,22
1,Fall,PHYS,101,14467,General Physics,22
1,Fall,SPAN,101,15258,Beginner Spanish,16
1,Fall,BIOS,101,5246,Human Anatomy,21
1,Fall,PHYS,101,8402,General Physics,22
1,Fall,SPAN,101,6124,Beginner Spanish,16
1,Fall,PHYS,101,9783,General Physics,22
1,Fall,SPAN,101,6185,Beginner Spanish,16
1,Fall,PHYS,101,8403,General Physics,22
1,Fall,BIOS,101,5348,Human Anatomy,21
1,Fall,SPAN,101,6153,Beginner Spanish,16
1,Fall,SPAN,101,6172,Beginner Spanish,16
1,Fall,SPAN,101,6162,Beginner Spanish,16
1,Fall,SPAN,101,6176,Beginner Spanish,16
1,Fall,SPAN,101,6132,Beginner Spanish,16
1,Fall,SPAN,101,6148,Beginner Spanish,16
1,Fall,SPAN,101,6150,Beginner Spanish,16
1,Fall,PHYS,101,8830,General Physics,22
1,Fall,SPAN,101,13555,Beginner Spanish,16
1,Fall,SPAN,101,6159,Beginner Spanish,16
1,Fall,SPAN,101,6160,Beginner Spanish,16
1,Fall,SPAN,101,6142,Beginner Spanish,16
1,Fall,SPAN,101,6170,Beginner Spanish,16
1,Fall,SPAN,101,13080,Beginner Spanish,16
1,Fall,SPAN,101,6118,Beginner Spanish,16
1,Fall,BIOS,101,5397,Human Anatomy,21
1,Fall,SPAN,101,15254,Beginner Spanish,16
1,Fall,SPAN,101,14446,Beginner Spanish,16
1,Fall,SPAN,101,6152,Beginner Spanish,16
1,Fall,SPAN,101,6161,Beginner Spanish,16
1,Fall,SPAN,101,6127,Beginner Spanish,16
1,Fall,SPAN,101,6175,Beginner Spanish,16
1,Fall,SPAN,101,6186,Beginner Spanish,16
1,Fall,BIOS,101,5242,Human Anatomy,21
1,Fall,PHYS,101,14468,General Physics,22
1,Fall,BIOS,101,5351,Human Anatomy,21
1,Fall,PHYS,101,9785,General Physics,22
1,Fall,BIOS,101,5347,Human Anatomy,21
1,Fall,BIOS,101,5250,Human Anatomy,21
1,Fall,PHYS,101,9786,General Physics,22
1,Fall,SPAN,101,15256,Beginner Spanish,16
1,Fall,PHYS,101,15274,General Physics,22
2,Spring,BIOS,101,5185,Human Anatomy,21
2,Spring,PHYS,101,8287,General Physics,22
2,Spring,SPAN,101,6491,Beginner Spanish,16
2,Spring,SPAN,101,6448,Beginner Spanish,16
2,Spring,SPAN,101,6457,Beginner Spanish,16
2,Spring,PHYS,101,8303,General Physics,22
2,Spring,SPAN,101,6485,Beginner Spanish,16
2,Spring,SPAN,101,6495,Beginner Spanish,16
2,Spring,SPAN,101,6438,Beginner Spanish,16
2,Spring,SPAN,101,6487,Beginner Spanish,16
2,Spring,SPAN,101,6478,Beginner Spanish,16
2,Spring,SPAN,101,14475,Beginner Spanish,16
2,Spring,PHYS,101,14541,General Physics,22
2,Spring,SPAN,101,13821,Beginner Spanish,16
2,Spring,PHYS,101,8288,General Physics,22
2,Spring,PHYS,101,8301,General Physics,22
2,Spring,SPAN,101,13804,Beginner Spanish,16
2,Spring,PHYS,101,8300,General Physics,22
2,Spring,SPAN,101,9445,Beginner Spanish,16
2,Spring,BIOS,101,5068,Human Anatomy,21
2,Spring,SPAN,101,6475,Beginner Spanish,16
2,Spring,SPAN,101,6460,Beginner Spanish,16
2,Spring,SPAN,101,6505,Beginner Spanish,16
2,Spring,SPAN,101,14135,Beginner Spanish,16
2,Spring,SPAN,101,6479,Beginner Spanish,16
2,Spring,SPAN,101,6484,Beginner Spanish,16
2,Spring,BIOS,101,5074,Human Anatomy,21
2,Spring,SPAN,101,11755,Beginner Spanish,16
2,Spring,SPAN,101,6447,Beginner Spanish,16
2,Spring,SPAN,101,6446,Beginner Spanish,16
2,Spring,SPAN,101,6458,Beginner Spanish,16
2,Spring,SPAN,101,6483,Beginner Spanish,16
2,Spring,SPAN,101,6433,Beginner Spanish,16
2,Spring,SPAN,101,6471,Beginner Spanish,16
2,Spring,BIOS,101,5221,Human Anatomy,21
2,Spring,SPAN,101,6436,Beginner Spanish,16
2,Spring,SPAN,101,6443,Beginner Spanish,16
2,Spring,BIOS,101,5073,Human Anatomy,21
2,Spring,SPAN,101,6486,Beginner Spanish,16
2,Spring,PHYS,101,8294,General Physics,22
2,Spring,SPAN,101,6437,Beginner Spanish,16
2,Spring,SPAN,101,6434,Beginner Spanish,16
2,Spring,SPAN,101,6450,Beginner Spanish,16
2,Spring,PHYS,101,8302,General Physics,22
2,Spring,SPAN,101,6472,Beginner Spanish,16
2,Spring,SPAN,101,14613,Beginner Spanish,16
2,Spring,PHYS,101,13842,General Physics,22
2,Spring,SPAN,101,14615,Beginner Spanish,16
2,Spring,PHYS,101,11751,General Physics,22
2,Spring,PHYS,101,8299,General Physics,22
2,Spring,BIOS,101,5240,Human Anatomy,21
2,Spring,PHYS,101,14698,General Physics,22
2,Spring,BIOS,101,5072,Human Anatomy,21
2,Spring,SPAN,101,6497,Beginner Spanish,16
2,Spring,SPAN,101,6449,Beginner Spanish,16
2,Spring,PHYS,101,13940,General Physics,22
2,Spring,PHYS,101,8285,General Physics,22
2,Spring,SPAN,101,6456,Beginner Spanish,16
2,Spring,SPAN,101,6462,Beginner Spanish,16
2,Spring,SPAN,101,6473,Beginner Spanish,16
2,Spring,BIOS,101,5222,Human Anatomy,21
2,Spring,SPAN,101,6454,Beginner Spanish,16
2,Spring,PHYS,101,8286,General Physics,22
2,Spring,SPAN,101,6452,Beginner Spanish,16
2,Spring,SPAN,101,6464,Beginner Spanish,16
2,Spring,SPAN,101,6492,Beginner Spanish,16
2,Spring,SPAN,101,6461,Beginner Spanish,16
2,Spring,SPAN,101,6474,Beginner Spanish,16
2,Spring,SPAN,101,6435,Beginner Spanish,16
2,Spring,SPAN,101,6465,Beginner Spanish,16
2,Spring,PHYS,101,13843,General Physics,22
2,Spring,SPAN,101,6480,Beginner Spanish,16
2,Spring,BIOS,101,5241,Human Anatomy,21
2,Spring,BIOS,101,5067,Human Anatomy,21
2,Spring,SPAN,101,6482,Beginner Spanish,16
2,Spring,SPAN,101,6481,Beginner Spanish,16
2,Spring,SPAN,101,6488,Beginner Spanish,16
2,Spring,SPAN,101,6451,Beginner Spanish,16
2,Spring,SPAN,101,9447,Beginner Spanish,16
2,Spring,SPAN,101,13805,Beginner Spanish,16
2,Spring,SPAN,101,14476,Beginner Spanish,16
2,Spring,PHYS,101,8296,General Physics,22
2,Spring,SPAN,101,6468,Beginner Spanish,16
2,Spring,SPAN,101,6493,Beginner Spanish,16
2,Spring,SPAN,101,6440,Beginner Spanish,16
2,Spring,SPAN,101,6490,Beginner Spanish,16
2,Spring,BIOS,101,5184,Human Anatomy,21
2,Spring,SPAN,101,6476,Beginner Spanish,16
2,Spring,SPAN,101,6477,Beginner Spanish,16
2,Spring,SPAN,101,6431,Beginner Spanish,16
2,Spring,SPAN,101,6463,Beginner Spanish,16
2,Spring,SPAN,101,14617,Beginner Spanish,16
2,Spring,PHYS,101,14538,General Physics,22
