acad_plan,acad_plan_desc,acad_career,degree,college,dept_code,acad_plan_type,eff_status
BS1947,Trans Hlth Studies Exer Phys,UGRD,BSTRANH,HSP,81,MAJ,A
BS2012,Bot Horticulture,UGRD,BS,A&S,5,MAJ,I
ND8101,Hlth Sport Sci/P.E./Rec,GRAD,,HSP,39,MAJ,I
ND8105,Community Health Services,GRAD,,HSP,80,MAJ,I
ND8139,Health Administration,GRAD,,HSP,80,MAJ,I
ND8500,Health Services Administration,GRAD,,HSP,80,MAJ,I
ND8761,Cross Cultural Communication,GRAD,,COM,29,MAJ,I
ND8919,Teacher Leader Endorsement,GRAD,,EHS,74,MAJ,A
ND8920,Superintendent Endorsement,GRAD,,EHS,74,MAJ,I
ND9984,GIS: GIS and Cartography,GRAD,,A&S,9,MAJ,A
BS2116,PBIO Prep for Advanced Tng,UGRD,BS,A&S,5,MAJ,I
BS2122,Zool Bacteriology,UGRD,BS,A&S,21,MAJ,I
BS2124,Sanitation,UGRD,BS,A&S,21,MAJ,I
BS2505,Bios Pre-Optometry,UGRD,BS,A&S,21,MAJ,I
BS2506,Bios Pre-Pharmacy,UGRD,BS,A&S,21,MAJ,I
BS2509,Bios Environmental Biology,UGRD,BS,A&S,21,MAJ,I
BS3105,Math Prep. for Actuarial Sci,UGRD,BS,A&S,15,MAJ,A
BS3314,Chem Pre-Medicine,UGRD,BS,A&S,6,MAJ,A
BS3338,Phys/Meteorology,UGRD,BS,A&S,22,MAJ,A
PH2517,Biological Sciences,GRAD,PHD,A&S,21,MAJ,A
PH3311,Chemistry,GRAD,PHD,A&S,6,MAJ,A
PH4215,History,GRAD,PHD,A&S,12,MAJ,A
PH6942,Individual Program of Study,GRAD,PHD,GRAD,0,MAJ,A
PH6948,Molecular and Cellular Biology,GRAD,PHD,A&S,21,MAJ,A
PH7252,Civil Engineering,GRAD,PHD,ENT,43,MAJ,A
PH8870,Integrated Engineering,GRAD,PHD,ENT,45,MAJ,I
ED6272,Education Administration,GRAD,EDD,EHS,74,MAJ,A
BS5309,Hearing & Speech Pre,UGRD,BSHSS,HSP,79,MAJ,I
BS5327,Communication Sciences & Disor,UGRD,BSCSD,HSP,79,MAJ,A
BS5511,Applied Management,UGRD,BSAM,RHE,76,MAJ,A
BS6175,Middle Child Math & Social Stu,UGRD,BSED,EHS,34,MAJ,A
BS6176,Middle Child Sci. & Social St,UGRD,BSED,EHS,34,MAJ,A
BS6180,Middle Child Lang Arts/Math,UGRD,BSED,EHS,34,MAJ,A
BS6204,Communication English Emphasis,UGRD,BSED,EHS,34,MAJ,I
BS6219,Dev Handicap Ser Behav Handica,UGRD,BSED,EHS,34,MAJ,I
BS6233,German,UGRD,BSED,EHS,34,MAJ,A
BS6290,Food & Nutrition,UGRD,BSHEC,HSP,81,MAJ,I
BS6295,Vocational Education,UGRD,BSED,EHS,34,MAJ,A
BS6302,Language Arts,UGRD,BSED,EHS,34,MAJ,I
ME6223,Supervision,GRAD,MED,EHS,34,MAJ,I
ME6243,Secondary Educ/Cert,GRAD,MED,EHS,34,MAJ,I
ME6246,Multiple Handicapped,GRAD,MED,EHS,34,MAJ,I
ME6273,Guidance Counsel & Student,GRAD,MED,REG,35,MAJ,I
ME6846,Devhandicapped,GRAD,MED,EHS,34,MAJ,I
ME6847,Elementary Education,GRAD,MED,EHS,34,MAJ,I
BS6313,"Mild, Moderate and Intensive",UGRD,BSED,EHS,34,MAJ,I
BS6315,Earth/Space Science,UGRD,BSED,EHS,34,MAJ,A
BS6351,Family Studies,UGRD,BSHCS,HSP,80,MAJ,A
BS6352,Family Life & Ecology,UGRD,BSHEC,HSP,36,MAJ,I
BS6375,Fam & Con Sci Edu Comm Lead,UGRD,BSHCS,EHS,83,MAJ,A
BS6450,Early Childhood Education,UGRD,BSHEC,HSP,36,MAJ,I
BS6454,Food Ser Mgt,UGRD,BSHEC,HSP,36,MAJ,I
BS6464,HEC-Interdes,UGRD,BS,HSP,36,MAJ,I
BS6465,HEC Family Studies,UGRD,BS,HSP,36,MAJ,I
BS6502,Media Non Education,UGRD,BSED,EHS,34,MAJ,I
AA8802,Associate Nursing,UGRD,AAS,RHE,60,MAJ,I
AS5513,Associate of Technical Study,UGRD,ATS,RHE,76,MAJ,A
BA2011,Bot Agri-Business,UGRD,AB,A&S,5,MAJ,I
BA2014,Bot Environmental Biology,UGRD,BA,A&S,5,MAJ,I
BA2015,Bot Field Biology,UGRD,BA,A&S,5,MAJ,I
BA2016,Bot Pre-Forestry,UGRD,BA,A&S,5,MAJ,I
BA2110,PBIO Applied Plant Biology,UGRD,BA,A&S,5,MAJ,A
BA2117,PBIO Agri-Business,UGRD,AB,A&S,5,MAJ,I
BA2118,PBIO Cell Biol & Biotechnology,UGRD,AB,A&S,5,MAJ,I
BA2128,Bios Human Biology,UGRD,BA,A&S,21,MAJ,A
BA2141,Zool Pre-Optometry,UGRD,AB,A&S,21,MAJ,I
BA2144,Zool Pre-Veterinary Medicine,UGRD,AB,A&S,21,MAJ,I
BA2507,Bios Pre-Physical Therapy,UGRD,AB,A&S,21,MAJ,I
BA2508,Bios Pre-Veterinary Medicine,UGRD,AB,A&S,21,MAJ,I
BA2510,Bios Nutrition,UGRD,AB,A&S,21,MAJ,I
BS7252,Civil Engineering,UGRD,BSCE,ENT,43,MAJ,A
BS7261,Airway Sci.-Management Option,UGRD,BSA,ENT,41,MAJ,I
BS7263,Chemical Engr-Biological Track,UGRD,BSCHE,ENT,42,MAJ,A
BS7270,Aviation Management,UGRD,BSA,ENT,41,MAJ,A
BS8107,P E Alternate Prog,UGRD,BSPE,HSP,39,MAJ,I
BS8110,Recreation Special Interest,UGRD,BSRS,HSP,39,MAJ,I
BS8119,Hlth Services Administration,UGRD,BSH,HSP,80,MAJ,A
BS8123,Sport Management,UGRD,BSSPS,COB,84,MAJ,A
BS8171,Exercise Physiology Pre-Phy Th,UGRD,BSPEX,HSP,81,MAJ,A
BS8203,Phys. Educ Women,UGRD,BSPE,HSP,39,MAJ,I
BS8206,Physical Educ Elementary,UGRD,BSPE,HSP,39,MAJ,I
BS8507,Hearing & Speech Science,UGRD,BSHSS,HSP,28,MAJ,I
BS8508,Computer Science,UGRD,BSED,EHS,34,MAJ,I
BA3312,Chem Pre-Dentistry,UGRD,BA,A&S,6,MAJ,I
BA3321,Geological Sciences,UGRD,BA,A&S,10,MAJ,A
BA3332,Physics Applied,UGRD,AB,A&S,22,MAJ,I
BA4105,Psy Pre-Physical Therapy,UGRD,BA,A&S,18,MAJ,A
BA4213,Hist Pre-Theology,UGRD,BA,A&S,12,MAJ,I
BA4214,Hist Pre-Law,UGRD,BA,A&S,12,MAJ,A
BA4254,Soc Pre-Law,UGRD,BA,A&S,20,MAJ,A
BA4405,Global Studies - Africa,UGRD,BA,INST,3,MAJ,A
BA5121,Art,UGRD,BA,FAR,53,MAJ,I
BA5150,Dance,UGRD,BA,FAR,52,MAJ,A
BB6126,Mgt. and Strategic Leadership,UGRD,BBA,COB,25,MAJ,A
BB6127,Marketing,UGRD,BBA,COB,27,MAJ,A
CNEEGK,Greek for Elementary Education,UGRD,,,,CON,A
CNEEMU,Music for Elementary Education,UGRD,,,,CON,A
CNEERU,Russian for Elem Education,UGRD,,,,CON,A
ND0310,Undecided-HTC,UGRD,,HTC,0,MAJ,I
ND0406,Undecided Humanities-A&S,UGRD,,A&S,0,MAJ,A
ND0610,Undecided COB,UGRD,,COB,0,MAJ,A
ND1200,Special Student,UGRD,,UNC,58,MAJ,I
ND2209,Criminal Justice,UGRD,,UNC,58,MAJ,I
BB6136,Mgt Info Sys Data Sys-Track,UGRD,BBA,COB,67,MAJ,I
BC5304,Radio-TV,UGRD,BSC,COM,31,MAJ,I
BC5341,COMS-Legal Communication,UGRD,BSC,COM,29,MAJ,I
BA5217,Classical Languages,UGRD,BA,A&S,7,MAJ,A
BA5224,Russian,UGRD,BA,A&S,16,MAJ,A
ND5368,Pre-Media Arts and Studies,UGRD,,COM,31,MAJ,A
ND8142,Pre-Athletic Training Educ,UGRD,,HSP,81,MAJ,A
ND8836,Pre Interior Architecture,UGRD,,FAR,53,MAJ,A
ND9909,RHE-Nondegree,UGRD,,RHE,76,MAJ,A
ND9954,Continuing Dual Enrollment,UGRD,,UNC,58,MAJ,A
NDCOMA,COM-Nondegree for Certificates,UGRD,NONDEGRE,COM,0,MAJ,A
NDENT,ENT-Nondegree for Minors,UGRD,NONDEGRE,ENT,0,MAJ,A
NDFAR,FAR-Nondegree for Minors,UGRD,NONDEGRE,FAR,0,MAJ,A
BA5242,Phil Pre-Theology,UGRD,BA,A&S,17,MAJ,A
BA5290,Linguistics,UGRD,BA,A&S,13,MAJ,A
BA5343,COMS-Political Communication,UGRD,BA,COM,29,MAJ,I
BA6290,Food & Nutrition,UGRD,AB,HSP,36,MAJ,I
BA6331,Interior Design,UGRD,AB,HSP,36,MAJ,I
BA6391,Training in Food Service,UGRD,AB,HSP,36,MAJ,I
BA6411,Family Study,UGRD,AB,HSP,36,MAJ,I
BA6467,HEC Fashion Merchand. & Promo.,UGRD,AB,HSP,36,MAJ,I
BA6935,Journalism Public Relations,UGRD,BA,COM,30,MAJ,I
BA8662,English Literature,UGRD,AB,A&S,,MAJ,I
BA8810,INCO-Organization Comm.,UGRD,BA,COM,29,MAJ,I
BA8826,Phys Pre-Astronomy,UGRD,AB,A&S,22,MAJ,I
BB1922,Marketing,UGRD,BBA,COB,27,MAJ,I
BB6121,Accounting,UGRD,BBA,COB,23,MAJ,A
OR6260,Environmental Health Science,UGRD,,HSP,80,MIN,A
OR6601,Social Work,UGRD,,,,MIN,I
OR6837,Health Education,UGRD,,HSP,73,MIN,I
OR7252,Civil Engineering,UGRD,,ENT,43,MIN,I
ORADVT,Advertising,UGRD,,,,MIN,I
ORAVIA,Aviation,UGRD,,,,MIN,I
ORENGL,English Literature,UGRD,,,,MIN,I
ORGUID,Guidance & Counseling,UGRD,,,,MIN,I
ORIENT,Industrial Engineering,UGRD,,,,MIN,I
ORLANG,Language Arts,UGRD,,,,MIN,I
ORNUTR,Nutrition,UGRD,,,,MIN,I
ORSOCS,Middle School Social Studies,UGRD,,,,MIN,I
ORSPED,Special Education,UGRD,,,,MIN,I
SF6255,Mathematics,UGRD,,EHS,34,SEC,I
SF6737,Health Education,UGRD,,EHS,34,SEC,I
SFSEPS,Political Science,UGRD,,,,SEC,I
VALECH,Early Childhood,UGRD,,,,VAL,I
VALGED,Gifted Education,UGRD,,,,VAL,I
VALTEN,TESOL,UGRD,,,,VAL,I
CTSASP,Sales with Sport Mgt Focus,UGRD,,COB,27,CRT,I
CTEXPE,Experimental Study of Language,UGRD,,A&S,65,CRT,A
OR6150,Sports Administration,UGRD,,COB,84,MIN,A
OR5154,Dance - Perf & Choreography,UGRD,,FAR,87,MIN,A
ORSART,Studio Art,UGRD,,FAR,53,MIN,A
CTWGSS,"Wom, Gen, & Sexuality Studies",UGRD,,A&S,77,CRT,A
CTWARU,War and Peace Studies,UGRD,,INST,3,CRT,A
CTGERO,Gerontology,UGRD,,HSP,90,CRT,A
CTTPMC,Technical Project Management,UGRD,,ENT,47,CRT,A
CTMENA,Middle East and North Africa,UGRD,,A&S,12,CRT,A
AA1107,Food and Nutrition,UGRD,AA,UNC,58,MAJ,I
AA1111,Assoc in Arts-Social Science,UGRD,AA,UNC,58,MAJ,I
AA5008,Assoc in RTV Tech,UGRD,AAS,RHE,59,MAJ,I
AA5009,Computer Sci Applied Sci,UGRD,AAS,RHE,59,MAJ,I
AA5021,Materials Management Tech,UGRD,AAS,RHE,60,MAJ,I
AA5319,Ind.Tech-Manufacturing,UGRD,AAS,RHE,60,MAJ,I
AA5809,Computer Sci Applied Bus,UGRD,AAB,RHE,59,MAJ,I
AA5811,Office Technology,UGRD,AAB,RHE,59,MAJ,I
AA5812,Office Management Tech,UGRD,AAB,RHE,59,MAJ,I
AA5823,Law Enforcement Tech,UGRD,AAS,RHE,59,MAJ,I
AA8547,General Secretarial Tech.,UGRD,AAB,RHE,59,MAJ,I
MA5226,Modern Language,GRAD,MA,A&S,16,MAJ,I
BS8520,Actuarial Science,UGRD,BS,A&S,15,MAJ,I
BS8530,Child Development & Fam Life,UGRD,BSED,EHS,34,MAJ,I
BS8545,Fashion Merchandising & Promo,UGRD,BSHEC,HSP,36,MAJ,I
BS8572,Physical Science,UGRD,BSED,EHS,34,MAJ,I
BS8589,Social Science Comprehension,UGRD,BSED,EHS,34,MAJ,I
BS8652,Anatomy,UGRD,BS,A&S,,MAJ,I
BS8656,Recreation Therapy,UGRD,BSED,EHS,,MAJ,I
MA5291,Linguistics,GRAD,MA,A&S,13,MAJ,A
MA5333,Instructional Communication,GRAD,MA,COM,29,MAJ,I
MA8535,Economic Education,GRAD,MA,A&S,26,MAJ,I
MA8588,Social Science,GRAD,MA,A&S,0,MAJ,I
MA8597,"Theater Lit., History & Crit.",GRAD,MA,FAR,50,MAJ,I
MA8633,General Speech,GRAD,MA,COM,31,MAJ,I
MA8761,Cross Cultural Communication,GRAD,MA,COM,29,MAJ,I
MA8789,Audiology,GRAD,MAHSS,HSP,28,MAJ,I
MB6142,MBA/Sports Admin,GRAD,MBA,COB,25,MAJ,I
BS8676,Commerce,UGRD,BSCOM,COB,,MAJ,I
BS8693,Music,UGRD,BSED,EHS,,MAJ,I
BS8718,Math Education,UGRD,BSED,EHS,34,MAJ,I
BS8762,Home Economics Education,UGRD,BSHEC,HSP,36,MAJ,I
BS8774,VICO-Photo Communication,UGRD,BSVC,COM,71,MAJ,I
BS8805,Athletic Training/Exer Physiol,UGRD,BSAT,HSP,39,MAJ,I
BS8825,Food Service Management,UGRD,BSHCS,HSP,36,MAJ,I
BS8874,Dietetics,UGRD,BSHCS,HSP,36,MAJ,I
MB6160,PMBA -- Exec Mgt Concentration,GRAD,MBA,COB,25,MAJ,A
MB6162,PMBA -- Health Care Concn,GRAD,MBA,COB,25,MAJ,A
MB8635,Marketing,GRAD,MBA,COB,,MAJ,I
MC5328,Communication Tech & Policy,GRAD,MCTP,COM,70,MAJ,I
ME8687,Music Education,GRAD,MED,FAR,,MAJ,I
MF5052,Painting and Drawing,GRAD,MFA,FAR,53,MAJ,A
MF5159,Production Design,GRAD,MFA,FAR,50,MAJ,A
MF5175,Sculpture,GRAD,MFA,FAR,53,MAJ,A
MG8173,Global Health,GRAD,MGH,HSP,90,MAJ,A
MM5054,Emphasis in Perform/Pedagogy,GRAD,MM,FAR,51,MAJ,A
MM5182,Music Education,GRAD,MM,FAR,51,MAJ,A
MM5184,Music Theory,GRAD,MM,FAR,51,MAJ,A
MM5185,Music Composition,GRAD,MM,FAR,51,MAJ,A
MM8634,Applied Flute,GRAD,MM,FAR,51,MAJ,I
MP4401,Executive Mpa Program,GRAD,MPA,A&S,11,MAJ,I
MP8140,Physical Therapy,GRAD,MPT,HSP,79,MAJ,I
MS0411,Microbiology,GRAD,MS,A&S,21,MAJ,I
MS1233,Acute Care & Fam Nrse Pract,GRAD,MSN,HSP,32,MAJ,I
MS2518,Microbiology,GRAD,MS,A&S,21,MAJ,I
MS3324,Geological Sciences,GRAD,MS,A&S,10,MAJ,A
MS3331,Physics,GRAD,MS,A&S,22,MAJ,A
MS4101,Psychology,GRAD,MS,A&S,18,MAJ,I
MZ4224,Financial Economics,GRAD,MFE,A&S,26,MAJ,A
ND0609,Individual Prog of Study-COB,GRAD,,COB,0,MAJ,I
ND0709,Individual Prog of Study-COM,GRAD,,COM,0,MAJ,I
ND0909,Individual Prog of Study-ENT,GRAD,,ENT,0,MAJ,I
ND1213,Nurse Educator,GRAD,,HSP,32,MAJ,A
ND1216,Admin & Family Nurse Prac,GRAD,,HSP,32,MAJ,I
ND2132,Zoology,GRAD,,A&S,21,MAJ,I
ND2146,Microbiology,GRAD,,A&S,21,MAJ,I
ND2517,Biological Sciences,GRAD,,A&S,21,MAJ,A
ND4218,Communication & Development,GRAD,,INST,3,MAJ,A
ND4224,Financial Economics,GRAD,,A&S,26,MAJ,A
ND5142,Film,GRAD,,FAR,54,MAJ,I
ND5181,Music Performance,GRAD,,FAR,51,MAJ,I
ME6872,Mid Child Lic Math & Science,GRAD,MED,EHS,34,MAJ,A
ME8519,Educational Leadership: Sec,GRAD,MED,REG,35,MAJ,I
ME8553,Guidance & Counseling,GRAD,MED,REG,35,MAJ,I
ME8570,Physical Education,GRAD,MED,HSP,34,MAJ,I
ME8735,Elementary School Counseling,GRAD,MED,REG,35,MAJ,I
ME8741,Mathematics Education,GRAD,MED,EHS,34,MAJ,I
ME8865,Community/Rehabilitate/School,GRAD,MED,EHS,35,MAJ,I
PH0809,Individual Prog of Study-EHS,GRAD,PHD,EHS,0,MAJ,I
PH6225,Instructional Tech,GRAD,PHD,EHS,74,MAJ,A
PH6226,Cultural Studies,GRAD,PHD,EHS,74,MAJ,A
PH6239,Special Education,GRAD,PHD,EHS,34,MAJ,I
PH6244,Reading and Language Arts,GRAD,PHD,EHS,34,MAJ,A
PH6267,College Instruction,GRAD,PHD,EHS,34,MAJ,I
PH6274,School Counseling,GRAD,PHD,REG,35,MAJ,I
ND9987,Psych Mental Health Nurse Prac,GRAD,,HSP,32,MAJ,A
BC5356,COMS-Comm. in Human Services,UGRD,BSC,COM,29,MAJ,I
CTSNLU,School Nurse,UGRD,,HSP,32,CRT,A
CTGCCT,Conducting,GRAD,,FAR,51,CRT,A
BS6326,Human Services,UGRD,BAHCS,EHS,36,MAJ,A
OR5199,Conducting,UGRD,,FAR,51,MIN,A
CNEECD,Ch Dev/Family for Elem Ed,UGRD,,,,CON,I
CNEEGM,German for Elem Education,UGRD,,,,CON,I
CNEEMU,Music for Elementary Education,UGRD,,,,CON,I
CNEESI,Swahili for Elem Education,UGRD,,,,CON,I
CNEESO,Sociology for Elem Education,UGRD,,,,CON,I
CTBACG,Business Analytics,GRAD,,COB,67,CRT,A
CTPMCG,Project Management,GRAD,,ENT,47,CRT,A
ND9972,Post-Mast Family Nurse Pract,GRAD,,HSP,32,MAJ,A
MY6107,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
ND8927,Alt Licensure Prof Dev Inst,GRAD,,EHS,34,MAJ,A
ND8155,Environ Sustainability Certifi,GRAD,,A&S,0,MAJ,I
ND8164,Prof Instructional Design,GRAD,,EHS,74,MAJ,I
MS6600,Social Work,GRAD,MSW,HSP,19,MAJ,A
BS8179,Health and Physical Education,UGRD,BSHPE,EHS,82,MAJ,A
OR6158,Business Analytics,UGRD,,COB,67,MIN,A
BF6328,Interdisciplinary Arts,UGRD,BFA,FAR,55,MAJ,A
BF5049,Theater Performance Musical Th,UGRD,BFA,FAR,50,MAJ,A
BF5155,Film,UGRD,BFA,FAR,54,MAJ,A
ORTHAR,Theater,UGRD,,FAR,50,MIN,A
BA6601,Social Work,UGRD,BA,HSP,19,MAJ,A
ND5138,Theater,GRAD,,FAR,50,MAJ,A
MB6174,Master of Business Analytics,GRAD,MBAN,COB,67,MAJ,A
CTSNLU,School Nurse Certificate,UGRD,,HSP,32,CRT,A
ME6301,CMH/Rehab/School Counseling,GRAD,MED,EHS,35,MAJ,I
CTENCG,Electronic Navigation,GRAD,CERTG,ENT,44,CRT,A
CTEPPL,K-12 Educ Public Policy Leader,GRAD,CERTG,EHS,74,CRT,A
ND8929,Pre-Early Childhood Elem Ed,UGRD,,EHS,34,MAJ,A
AA5014,Office Technology,UGRD,AAB,RHE,59,MAJ,I
MG8182,Global Health,GRAD,MGH,HSP,90,MAJ,A
BB6158,Business Analytics,UGRD,BBA,COB,67,MAJ,A
CTPRSG,Planning Resilient Systems,GRAD,CERTG,GVS,78,CRT,A
MS8893,Home Economics Education,GRAD,MSHCS,HSP,36,MAJ,I
CTMUSG,Performance,GRAD,,FAR,51,CRT,A
CTHCSG,Health Care Services Admin,GRAD,,HSP,85,CRT,I
CTGLHG,Global Health,GRAD,,HSP,90,CRT,A
CTBISO,Bioethics and Society,GRAD,,OST,1,CRT,A
DN1234,Doctor of Nursing Practice,GRAD,DNP,HSP,32,MAJ,A
MA3101,Mathematics,GRAD,MA,A&S,,MAJ,I
MA4251,Sociology,GRAD,MA,A&S,20,MAJ,A
MA4417,"Law, Justice & Culture",GRAD,MA,A&S,65,MAJ,A
MA5142,Film,GRAD,MA,FAR,54,MAJ,A
MS6461,Food & Nutri,GRAD,MSHEC,HSP,81,MAJ,I
MS6463,Textiles & Clothing,GRAD,MSHEC,HSP,36,MAJ,I
MS6600,Social Work,GRAD,MSW,HSP,80,MAJ,A
MS7265,Biomedical Engineering,GRAD,MSBE,ENT,42,MAJ,A
MS7272,Electrical Engineering,GRAD,MS,ENT,44,MAJ,A
MS8112,Sports Administration,GRAD,MSA,COB,84,MAJ,A
MS8136,Sport Physiology & Adult Fitne,GRAD,MSRSS,HSP,81,MAJ,I
MS8560,Individual Prog of Study-HHS,GRAD,MSPE,HSP,0,MAJ,I
MS8607,Physical Education,GRAD,MS,HSP,39,MAJ,I
MS8795,Foundation of Teach/Coaching,GRAD,MSPE,HSP,39,MAJ,I
MS8798,Sport Physiology & Adult Fitne,GRAD,MSPE,HSP,39,MAJ,I
MS8892,"Apparel,Textiles & Merchandisi",GRAD,MSHCS,HSP,36,MAJ,I
CTISLM,Islamic Studies,UGRD,,A&S,7,CRT,A
ENDMLA,Mid Child Gen End in Lang Arts,UGRD,,EHS,,END,A
ENDMMA,Mid Child Gen Endorse in Math,UGRD,,EHS,,END,A
ENDMSS,Mid Child Gen End in Soc Stud,UGRD,,EHS,,END,A
OR4201,Political Science,UGRD,,A&S,11,MIN,A
OR4251,Sociology,UGRD,,A&S,20,MIN,A
OR5215,World Religions,UGRD,,A&S,7,MIN,A
OR5221,French,UGRD,,A&S,16,MIN,A
ORASTR,Astronomy,UGRD,,A&S,22,MIN,A
ORBSAD,Business Administration,UGRD,,COB,,MIN,A
MS8902,Sports Admin/MBA,GRAD,MSA,HSP,39,MAJ,I
ND5184,Music Theory,GRAD,,FAR,51,MAJ,I
ND5227,French,GRAD,,A&S,16,MAJ,A
ND5315,Media Arts & Studies,GRAD,,COM,31,MAJ,A
ND5325,Hearing Science,GRAD,,HSP,79,MAJ,A
ND5345,Journalism,GRAD,,COM,30,MAJ,I
ND6140,Gen Bus Grad,GRAD,,COB,25,MAJ,I
ND6141,MBA/Sports Admin,GRAD,,COB,25,MAJ,I
ND6148,MBA/Hlth Admin,GRAD,,COB,25,MAJ,I
ND6163,Master of Accountancy,GRAD,,COB,23,MAJ,A
ND6209,Secondary Education,GRAD,,EHS,34,MAJ,I
ND6225,Instructional Tech,GRAD,,EHS,74,MAJ,A
ND6238,Adult Services,GRAD,,EHS,34,MAJ,I
ND6247,Severe Behavioral Handicapped,GRAD,,EHS,34,MAJ,I
ND6265,Counselor Education,GRAD,,EHS,35,MAJ,A
ND6270,History With Economics,GRAD,,EHS,34,MAJ,I
BC8858,TCOM-Media/Politics,UGRD,BSC,COM,31,MAJ,I
BF5126,Sculpture,UGRD,BFA,FAR,53,MAJ,I
BF5141,Photography,UGRD,BFA,FAR,53,MAJ,I
BF5163,Theater Arts & Drama,UGRD,BFA,FAR,50,MAJ,I
BF5164,Theater Arts & Drama-Directing,UGRD,BFA,FAR,50,MAJ,I
BF6321,Graphic Design,UGRD,BFA,FAR,53,MAJ,A
BF6322,Graphic Design-Illustrat Emph,UGRD,BFA,FAR,53,MAJ,I
BF6901,Picture Editing,UGRD,BFA,COM,53,MAJ,I
BF6905,Information Graphics,UGRD,BFA,COM,53,MAJ,I
BF8549,General Theater,UGRD,BFA,FAR,50,MAJ,I
BF8619,Communication & Organization,UGRD,BFA,FAR,53,MAJ,I
BF8622,General Speech,UGRD,BFA,FAR,53,MAJ,I
ND6276,Higher Education,GRAD,,EHS,35,MAJ,A
ND6280,Counseling in Bus & Indust,GRAD,,EHS,35,MAJ,I
ND6300,Education Administration,GRAD,,EHS,74,MAJ,I
ND6301,CMH/Rehab/School Counseling,GRAD,,EHS,35,MAJ,A
ND6319,Mild-Mod/Mod-Int,GRAD,,EHS,34,MAJ,I
ND6415,Intern'L & Community Nutrition,GRAD,,HSP,81,MAJ,I
ND6840,Elem School Supervision,GRAD,,EHS,34,MAJ,I
ND6868,AYA Integrated Social Studies,GRAD,,EHS,34,MAJ,A
ND6945,Molecular/Cellular Biol,GRAD,,A&S,0,MAJ,I
ND7251,Chemical Engineering,GRAD,,ENT,42,MAJ,A
ND7252,Civil Engineering,GRAD,,ENT,43,MAJ,A
BJ6911,VICO-Picture Edit,UGRD,BSJ,COM,71,MAJ,I
BJ6913,VICO-Multi Media,UGRD,BSJ,COM,71,MAJ,I
BJ6937,Photo-Journalism,UGRD,BSJ,COM,30,MAJ,I
BJ8692,Journalism,UGRD,BSJ,COM,,MAJ,I
BM5103,Orchestral Instruments,UGRD,BMUS,FAR,51,MAJ,A
BS0411,Microbiology,UGRD,BS,A&S,21,MAJ,A
BS0701,Computer Science,UGRD,BS,ENT,44,MAJ,I
BS1902,Biological Sciences,UGRD,BSBS,A&S,21,MAJ,A
BS1910,Economics,UGRD,BSECON,A&S,26,MAJ,A
BS1931,Astrophysics,UGRD,BSATRO,A&S,22,MAJ,A
BS2013,Prep Cell Bio & Biotechnology,UGRD,BS,A&S,5,MAJ,I
BS2015,Bot Field Biology,UGRD,BS,A&S,5,MAJ,I
ND8130,Athletic Training,GRAD,,HSP,81,MAJ,I
ND8141,Coaching Education,GRAD,,EHS,82,MAJ,A
ND8150,Physical Therapy,GRAD,,HSP,79,MAJ,I
ND8152,Grad Health Care Ser Adm Cert,GRAD,,HSP,80,MAJ,A
ND8170,Mentor Teacher Professional De,GRAD,,EHS,86,MAJ,A
ND8887,TESOL Endorse - Non-degree trk,GRAD,,A&S,13,MAJ,A
BS2117,PBIO Agri-Business,UGRD,BS,A&S,5,MAJ,I
BS2133,Zoology,UGRD,BS,A&S,21,MAJ,I
BS2138,Zool Pre-Dentistry,UGRD,BS,A&S,21,MAJ,I
BS2139,Zool Pre-Exercise Physiology,UGRD,BS,A&S,21,MAJ,I
BS2147,Microbiology,UGRD,BS,A&S,21,MAJ,I
BS2501,Bios Pre-Dentistry,UGRD,BS,A&S,21,MAJ,I
BS2516,Bios/Pre-Exercise Physiology,UGRD,BS,A&S,21,MAJ,I
BS3101,Mathematics,UGRD,BS,A&S,15,MAJ,A
BS3104,Math Pre-Meteorology,UGRD,BS,A&S,15,MAJ,I
BS3300,Occupational Hygiene & Safety,UGRD,BSOHS,HSP,80,MAJ,A
BS3331,Physics,UGRD,BS,A&S,22,MAJ,A
BS3332,Physics Applied,UGRD,BS,A&S,22,MAJ,A
BS3333,Applied Physics,UGRD,BS,A&S,22,MAJ,I
BS4225,Economics,UGRD,BS,A&S,26,MAJ,A
PH2518,Microbiology,GRAD,PHD,A&S,21,MAJ,I
PH5308,Mass Communication--Journalism,GRAD,PHD,COM,30,MAJ,A
PH5316,Speech-Language Pathology,GRAD,PHD,HSP,79,MAJ,I
PH5317,Audiology,GRAD,PHD,HSP,79,MAJ,I
PH5331,Rhetorical Criticism,GRAD,PHD,COM,29,MAJ,I
PH5333,Instructional Communication,GRAD,PHD,COM,29,MAJ,I
PH5362,COMS--Relating and Organizing,GRAD,PHD,COM,29,MAJ,A
PH7259,Mechanical & Systems Engineer,GRAD,PHD,ENT,45,MAJ,A
PH8592,Speech Pathology,GRAD,PHD,HSP,28,MAJ,I
PH8788,Speech Pathology,GRAD,PHD,HSP,28,MAJ,I
PH8806,Public Address,GRAD,PHD,COM,29,MAJ,I
BS6177,Middle Child Math & Science,UGRD,BSED,EHS,34,MAJ,A
BS6207,Earth Science-Geology,UGRD,BSED,EHS,34,MAJ,I
BS6215,Physics-General Studies,UGRD,BSED,EHS,34,MAJ,I
